text,screen_name,created,favoriteCount,retweetCount,lang,location
Now that's pretty rich coming from a guy who paid $0 in taxes for 18 years: https://t.co/N6iaVvbYJQ https://t.co/fc5imqnAi5,HillaryClinton,2016-10-02,12164,6049,en,"New York, NY"
"Try our new tool! See how much you'd pay in federal income taxes if you paid the same as ""billionaire"" Donald Trump: https://t.co/CD0yzPDqhw",HillaryClinton,2016-10-02,7498,4212,en,"New York, NY"
L'Shana Tovah to everyone celebrating Rosh Hashanah! May the coming year be filled with sweetness and joy. -H,HillaryClinton,2016-10-02,13609,3632,en,"New York, NY"
Hillary is running on the message of hope and unity that we need. <U+0097>@KingJames https://t.co/PcBChoxpf9,HillaryClinton,2016-10-03,9446,3359,en,"New York, NY"
"In one week, Trump has:<U+2713>Lost a debate<U+2713>Attacked a woman at 5 am on Twitter<U+2713>Had his net worth downgradedand more: https://t.co/HAA0yI9JLl",HillaryClinton,2016-10-03,8468,3552,en,"New York, NY"
"It<U+0092>s Filipino American History Month, so lets honor their many contributions<U+0097>from serving in WWII to strengthening our labor movement. -H",HillaryClinton,2016-10-03,14422,5629,en,"New York, NY"
Veterans who experience PTS are stronger than we'll ever understand. We owe them nothing short of world-class care: https://t.co/skZijed0k3,HillaryClinton,2016-10-03,6670,2795,en,"New York, NY"
Millions of Americans work hard and pay their taxes. So why doesn't Donald Trump pay his? https://t.co/WLSzIz0ewG,HillaryClinton,2016-10-03,8787,4156,en,"New York, NY"
"If she gets to be president, she won<U+0092>t waste a day. <U+0097>@BillClinton, now playing on With Her at<U+0085> https://t.co/NbISBj7L4b",HillaryClinton,2016-10-03,4732,1283,en,"New York, NY"
Hillary has always been a champion for children and their futures. <U+0097>@KingJames https://t.co/PcBChoxpf9,HillaryClinton,2016-10-03,6846,2341,en,"New York, NY"
"Trump's campaign is bragging that not paying taxes makes him a ""genius.""What kind of genius loses $1 billion in a single year?",HillaryClinton,2016-10-03,4142,1948,en,"New York, NY"
"Hillary<U+0092>s speaking live in Akron, Ohio. Tune in now: https://t.co/oa4NZ1hEHU",HillaryClinton,2016-10-03,2522,606,en,"New York, NY"
A Wall Street money manager should not be able to pay a lower tax rate than a teacher or a nurse.,HillaryClinton,2016-10-03,3457,1157,en,"New York, NY"
Corporations that benefit from all that America has to offer should feel a sense of responsibility toward shareholders AND workers.,HillaryClinton,2016-10-03,2160,698,en,"New York, NY"
"I knew then that she was destined for great things. An interview with Hillary's lifelong friend, Betsy Ebeling: https://t.co/G8pBAguuha",HillaryClinton,2016-10-03,2684,787,en,"New York, NY"
Donald Trump might have gone decades without paying taxes<U+0097>but he<U+0092>s not afraid of telling other people to pay theirs. https://t.co/O2FeLvNJGm,HillaryClinton,2016-10-03,6138,2752,en,"New York, NY"
Honest work deserves honest pay. Everyone should have the right to join a strong union that will always have your back.,HillaryClinton,2016-10-03,1987,695,en,"New York, NY"
Live from Toledo: Watch Hillary speak on her plan to make the economy work for everyone<U+0097>not just those at the top. https://t.co/oa4NZ1hEHU,HillaryClinton,2016-10-03,3026,908,en,"New York, NY"
No one should have to choose between paying the rent and filling their prescriptions. https://t.co/xaLokyZggT,HillaryClinton,2016-10-03,2228,800,en,"New York, NY"
Trump<U+0092>s campaign is bragging that not paying taxes makes him a <U+0093>genius.<U+0094> https://t.co/7enA0znwzh,HillaryClinton,2016-10-03,10145,4327,en,"New York, NY"
"Trump's child care ""plan"" is really just a tax cut for the wealthy<U+0097>while giving working families almost nothing. https://t.co/anjgFfdySG",HillaryClinton,2016-10-03,3367,1693,en,"New York, NY"
https://t.co/H2MOa4W86W https://t.co/8ovRZly1r6,HillaryClinton,2016-10-03,2478,1286,en,"New York, NY"
"For years, Trump has been taking from American taxpayers with both hands and giving nothing back. https://t.co/Xbu9LkD89T",HillaryClinton,2016-10-03,1622,778,en,"New York, NY"
Three pages of Trump's tax returns confirm he's a business failure who's gotten rich at your expense. Imagine what<U+0085> https://t.co/w0O6ozZIF6,HillaryClinton,2016-10-03,28521,15501,en,"New York, NY"
<U+0093>It doesn<U+0092>t look like he paid a dime of federal income tax for almost two decades.<U+0094> <U+0097>Hillary on Trump,HillaryClinton,2016-10-03,4328,1279,en,"New York, NY"
She is far and away the choice for the presidency of the United States in 2016. <U+0097>@NYDailyNews https://t.co/ocAedXTix2,HillaryClinton,2016-10-04,5181,1834,en,"New York, NY"
A mother who lost a son to gun violence asked Hillary a question about how we can stop it: https://t.co/3LVV6KSSvO,HillaryClinton,2016-10-04,2706,1102,en,"New York, NY"
Imagine Donald Trump's most hateful rhetoric signed into law. Mike Pence's record shows that it could happen. https://t.co/MnpZstqYTP,HillaryClinton,2016-10-04,3063,1687,en,"New York, NY"
White people need to empathize and understand what it<U+0092>s like for black parents to worry about their kids' safety. https://t.co/Qw8r6Aa6C7,HillaryClinton,2016-10-04,6405,2552,en,"New York, NY"
"Before Mike Pence takes the debate stage to defend his running mate, remember the time Trump couldn't decide whethe<U+0085> https://t.co/cz1o4Y3T8v",HillaryClinton,2016-10-04,6112,2681,en,"New York, NY"
