text,screen_name,created,favoriteCount,retweetCount,lang,location
Ask yourself: Do you want the guy who lost a billion dollars in one year<U+0097>running a casino!<U+0097>to run the U.S. economy? #debate,HillaryClinton,2016-10-10,13535,6015,en,"New York, NY"
Mocking a disabled reporter. Attacking a Gold Star family. Insulting a judge. Trump has never apologized<U+0097>because that's just who Trump is.,HillaryClinton,2016-10-10,12904,4823,en,"New York, NY"
"I have great respect for women. <U+0097>@realDonaldTrump, who said all of these things. #Debate https://t.co/BsW2pUz0hC",HillaryClinton,2016-10-10,21625,16912,en,"New York, NY"
Six moments from last night's debate that prove Trump is totally unfit to be president. https://t.co/folGdwMZru,HillaryClinton,2016-10-10,4855,1642,en,"New York, NY"
"Here in America, we are taught to and we should respect each other, lift each other up, and celebrate our diversity.",HillaryClinton,2016-10-10,3410,1081,en,"New York, NY"
He went low; she went high. https://t.co/DBquZmsaQl,HillaryClinton,2016-10-10,8519,2285,en,"New York, NY"
Trump owes the country an apology for all of the horrible things he's said. It's time for him to take responsibilit<U+0085> https://t.co/6EbutvHcKA,HillaryClinton,2016-10-10,22918,9398,en,"New York, NY"
Let's go. #Debate https://t.co/HD3ZVJ9xl8,HillaryClinton,2016-10-10,78501,20563,en,"New York, NY"
"Fighting for all the good she can, in all the ways she can, for as long as ever she can. #Debate https://t.co/0I9JI4BYEy",HillaryClinton,2016-10-10,8967,3198,en,"New York, NY"
"If you've got Hillary's back, tonight is the night to show it. Chip in before the debate to say you're with her: https://t.co/SZhWAP0riK",HillaryClinton,2016-10-10,8154,2713,en,"New York, NY"
"Trump has said that the video doesn't represent who he is. Anyone who heard it knows it's exactly who he is.But that's not who we are.",HillaryClinton,2016-10-10,12376,4252,en,"New York, NY"
Ryan is still endorsing Trump. https://t.co/L30EZvUbm0,HillaryClinton,2016-10-10,9562,4289,en,"New York, NY"
"Four hundred pieces of legislation have Hillary Clinton's name on them.How many has Donald Trump passed? #debate",HillaryClinton,2016-10-10,15241,5823,en,"New York, NY"
"The choice on climate change:Hillary has a plan to turn America into a clean energy superpower.Trump calls it a ""<U+0085> https://t.co/Hev46Br2ob",HillaryClinton,2016-10-11,9041,3751,en,"New York, NY"
G<U+0092>mar chatima tova to those celebrating #YomKippur. Wishing you a meaningful day and an easy fast. -H,HillaryClinton,2016-10-11,9097,2268,en,"New York, NY"
"We need to elect people up and down the ballot, at every level of government, who take climate change seriously and are ready to take it on.",HillaryClinton,2016-10-11,2716,1069,en,"New York, NY"
"We've always had destructive hurricanes, but Hurricane Matthew was likely more destructive because of climate change.",HillaryClinton,2016-10-11,1223,442,en,"New York, NY"
"If you<U+0092>re able, chip in to help the families affected by Hurricane Matthew: https://t.co/GLfx0zJkcb -H",HillaryClinton,2016-10-11,2568,826,en,"New York, NY"
Our next president will either step up our efforts to address climate change or drag us backward and put our whole future at risk.,HillaryClinton,2016-10-11,1645,681,en,"New York, NY"
We have a choice between taking serious steps to combat climate change<U+0097>and refusing to admit it even exists. https://t.co/aqfTlNWen5,HillaryClinton,2016-10-11,5987,1967,en,"New York, NY"
"18,000 strong turned out in Columbus last night. Make sure you and your friends register and turn out to vote:<U+0085> https://t.co/Zzv5KBAAo6",HillaryClinton,2016-10-11,9846,2982,en,"New York, NY"
Trump is the worst major-party candidate this republic has ever produced. <U+0097>@ForeignPolicy https://t.co/UdsK7rdqAy,HillaryClinton,2016-10-11,10692,3569,en,"New York, NY"
Every single American deserves full equality under our laws<U+0097>no matter who you are or who you love.<U+0085> https://t.co/Fo5uuCc6Sd,HillaryClinton,2016-10-11,24783,9925,en,"New York, NY"
"Trump ""doesn't have the temperament or the judgment...or the basic honesty that a president needs to have"" <U+0097>@POTUS: https://t.co/To8oTTsBcX",HillaryClinton,2016-10-11,6151,1773,en,"New York, NY"
"At this rate, 1 in 8 homes in Florida could be underwater by the end of the century, when kids born today are grandparents.",HillaryClinton,2016-10-11,1154,537,en,"New York, NY"
"The Paris Climate Agreement is our last, best chance to solve the climate crisis.Donald Trump wants to cancel it. https://t.co/Z6Gt7D2YuP",HillaryClinton,2016-10-11,1508,679,en,"New York, NY"
We counted all the times Donald Trump lied in last night<U+0092>s debate so you didn<U+0092>t have to. https://t.co/kHkzkVkfmv,HillaryClinton,2016-10-11,6685,2522,en,"New York, NY"
LGBT kids are perfect exactly the way they are. #BornPerfect https://t.co/FFylqTxG5b,HillaryClinton,2016-10-11,32828,13339,en,"New York, NY"
"""Take it from me, your vote can make all the difference in this election.<U+0094> <U+0097>@AlGoreText CLIMATE to 47246 to make sure you're registered.",HillaryClinton,2016-10-11,2768,914,en,"New York, NY"
It'd been 100 years since @DispatchAlerts endorsed a Democrat for president<U+0097>until now: https://t.co/nR8Eo57KVr,HillaryClinton,2016-10-11,6290,1961,en,"New York, NY"
The choice we face on climate change. https://t.co/ZbNvMcFwyr,HillaryClinton,2016-10-11,1462,702,en,"New York, NY"
I often think of that moment when we both came out to each other: me as a gay woman and Hillary as my ally. <U+0097>Mira https://t.co/iMUVHVIPKA,HillaryClinton,2016-10-11,4094,854,en,"New York, NY"
"Every girl<U+0097>in every country<U+0097>deserves to get an education and reach her dreams. Thank you, @FLOTUS. https://t.co/1KhjnUAtLl #DayoftheGirl",HillaryClinton,2016-10-11,9066,3540,en,"New York, NY"
"The clean energy superpower of the 21st century is probably going to be Germany, China, or us<U+0097>and I want it to be us. <U+0097>Hillary in Miami",HillaryClinton,2016-10-11,1500,672,en,"New York, NY"
"Thinking of my friend and outstanding public servant Brooklyn DA Ken Thompson, who passed away yesterday. My prayer<U+0085> https://t.co/ItcT1D3T3F",HillaryClinton,2016-10-11,12972,2331,en,"New York, NY"
I<U+0092>m really concerned for North and South Carolinians dealing with such dangerous flooding. Please heed the latest warnings &amp; stay safe. -H,HillaryClinton,2016-10-11,7724,1550,en,"New York, NY"
<U+0093>Elections have consequences. Your vote counts. Your vote has consequences.<U+0094> <U+0097>@AlGore https://t.co/tTgeqxNqYm,HillaryClinton,2016-10-11,2667,1016,en,"New York, NY"
The violence transgender Americans face<U+0097>particularly transgender women of color<U+0097>is a rebuke to all of us. We have t<U+0085> https://t.co/gJWOOuP0xl,HillaryClinton,2016-10-11,12427,4908,en,"New York, NY"
Hillary just introduced a new plan to help lift families with children out of poverty: https://t.co/lrVTNbd0zf,HillaryClinton,2016-10-11,5136,1803,en,"New York, NY"
Does Trump have the discipline to be a good leader? You decide. https://t.co/KfdtXNeFfE,HillaryClinton,2016-10-11,8997,4480,en,"New York, NY"
FACT: The Pentagon has identified climate change as a threat to America<U+0092>s national security.,HillaryClinton,2016-10-11,1743,875,en,"New York, NY"
"27 days to go &amp; Hillary<U+0092>s hitting the trail in Colorado. Watch live: https://t.co/SS7vzl6huIAnd register to vote: https://t.co/tTgeqxNqYm",HillaryClinton,2016-10-12,3943,1060,en,"New York, NY"
You want to give me a good send-off? Go vote! <U+0097>@POTUS: https://t.co/tTgeqy51PU https://t.co/ESQkLV2yaJ,HillaryClinton,2016-10-12,17184,8274,en,"New York, NY"
"<U+0093>I want to be the president, yes, for Democrats, but also for Republicans and Independents.<U+0094> <U+0097>Hillary in Colorado #StrongerTogether",HillaryClinton,2016-10-12,2385,886,en,"New York, NY"
<U+0093>We need to show each other more kindness and support. The last thing we need in our country is more bullies.<U+0094> <U+0097>Hillary,HillaryClinton,2016-10-12,6432,2272,en,"New York, NY"
"From rivals to colleagues to friends. Hillary and @POTUS, in photos: https://t.co/vOahLgn8AZ",HillaryClinton,2016-10-12,4242,1278,en,"New York, NY"
Here are some things we<U+0092>ve both done over the last 30 years: https://t.co/TCinWEk4mt https://t.co/aXtUzLRYIn,HillaryClinton,2016-10-12,7398,3908,en,"New York, NY"
"In 2001, Hillary worked to support and rebuild New York after 9/11. Trump pocketed emergency funds for himself.<U+0085> https://t.co/ooYm1JIvSO",HillaryClinton,2016-10-12,8997,5374,en,"New York, NY"
"Florida, good news! Your voter registration deadline is extended to Tuesday, October 18 at 5pm ET. Forms must be po<U+0085> https://t.co/F94apvDU2N",HillaryClinton,2016-10-12,9335,4105,en,"New York, NY"
"<U+0093>I want every boy and girl to know, the American Dream is big enough for you. And there is a place in America for you.<U+0094> <U+0097>Hillary in Colorado",HillaryClinton,2016-10-12,2168,827,en,"New York, NY"
We don't disrespect women in our locker rooms. <U+0097>@KingJames https://t.co/JPJF8W17qu,HillaryClinton,2016-10-12,14525,5952,en,"New York, NY"
"<U+0093>We<U+0092>ve got to get the economy working for everybody, not just those at the top.<U+0094> <U+0097>Hillary https://t.co/GuEupxMKKY",HillaryClinton,2016-10-12,1598,632,en,"New York, NY"
Go to https://t.co/VkVm51nWIY to see how much you and your family could save under Hillary<U+0092>s student debt plan.,HillaryClinton,2016-10-12,1338,630,en,"New York, NY"
"The best choice, without a doubt, is Hillary Clinton. <U+0097>@SLTrib endorsing Hillary https://t.co/BCKVKCUzDz",HillaryClinton,2016-10-12,5416,1682,en,"New York, NY"
"<U+0093>If he wants to make America great again, start by making America with American steel.<U+0094> <U+0097>Hillary on Trump using Chinese steel",HillaryClinton,2016-10-12,2158,932,en,"New York, NY"
"If Trump wants to compare what he and Hillary have done for the last 30 years, by all means: https://t.co/5A6FafMVW0 https://t.co/4KsiPOBibW",HillaryClinton,2016-10-12,8044,3766,en,"New York, NY"
The Dispatch urges voters to elect Hillary Clinton. <U+0097>@DispatchAlerts https://t.co/nR8Eo57KVr #OHVotesEarly,HillaryClinton,2016-10-12,3027,950,en,"New York, NY"
Progress is on the ballot. https://t.co/tTgeqy51PU https://t.co/6zg9Lr2wJJ,HillaryClinton,2016-10-12,6680,3156,en,"New York, NY"
"<U+0093>I<U+0092>m going to double the child tax credit<U+0097>that<U+0092>s another $1,000 for young kids to pay for the things you need.<U+0094> https://t.co/lrVTNbd0zf",HillaryClinton,2016-10-12,3747,1219,en,"New York, NY"
Comparing 30 years of public service with<U+0085>Trump. https://t.co/bNlSN29OZQ,HillaryClinton,2016-10-12,4705,1915,en,"New York, NY"
"<U+0093>We expect record numbers of people to vote in this presidential election.<U+0094> <U+0097>HillaryMake sure you're one of them: https://t.co/tTgeqxNqYm",HillaryClinton,2016-10-12,1649,685,en,"New York, NY"
.@FLOTUS just gave one of the most powerful and emotional speeches of this election. Read it here: https://t.co/UOGn3MlxVv,HillaryClinton,2016-10-13,14980,5285,en,"New York, NY"
<U+0093>I can<U+0092>t believe I<U+0092>m saying a candidate for president of the United States has bragged about sexually assaulting women.<U+0094> <U+0097>@FLOTUS,HillaryClinton,2016-10-13,2785,1367,en,"New York, NY"
<U+0093>To dismiss this as everyday <U+0091>locker room talk<U+0092> is an insult to decent men everywhere.<U+0094> <U+0097>@FLOTUS,HillaryClinton,2016-10-13,2211,1109,en,"New York, NY"
<U+0093>Hillary Clinton has never quit on anything in her life.<U+0094> <U+0097>@FLOTUS,HillaryClinton,2016-10-13,1711,702,en,"New York, NY"
Hillary Clinton has the potential to be an excellent president of the United States. <U+0097>@WashingtonPost https://t.co/Fo7uO64qqB,HillaryClinton,2016-10-13,8087,2713,en,"New York, NY"
https://t.co/4RVbA6X0BJ,HillaryClinton,2016-10-13,5761,1521,en,"New York, NY"
"<U+0093>In difficult times, we don<U+0092>t discard our highest ideals, we rise up to meet them.<U+0094> <U+0097>@FLOTUS",HillaryClinton,2016-10-13,4208,1402,en,"New York, NY"
We have to win this election.,HillaryClinton,2016-10-13,55291,15566,en,"New York, NY"
Every minute of Michelle Obama<U+0092>s 30 minute speech today is worth watching. https://t.co/ZlEX3YaU6a,HillaryClinton,2016-10-13,63145,30519,en,"New York, NY"
"<U+0093>Strong men, men who are truly role models, don<U+0092>t need to put down women to make themselves feel powerful.<U+0094> <U+0097>@FLOTUS",HillaryClinton,2016-10-13,3784,2177,en,"New York, NY"
Now is the time for all of us to stand up and say enough is enough. This has got to stop right now. <U+0097>@FLOTUS on T<U+0085> https://t.co/ANs1w2baVm,HillaryClinton,2016-10-13,25717,10980,en,"New York, NY"
".@FLOTUS, I'm in awe. Thanks for putting into words what's in so many of our hearts. -H",HillaryClinton,2016-10-13,37660,9565,en,"New York, NY"
"If we have a president who...brags about sexually assaulting women, then how can we maintain our moral authority in the world? <U+0097>@FLOTUS",HillaryClinton,2016-10-13,3445,1643,en,"New York, NY"
"We are Black, we are proud, and here<U+0092>s why we are working to elect Hillary. @HFA staffers on why they're with her<U+0085> https://t.co/g54tZFxDIH",HillaryClinton,2016-10-14,9146,3202,en,"New York, NY"
"""Donald Trump<U+0092>s closing argument is, <U+0091>What do you have to lose?<U+0092>The answer is everything.<U+0094> <U+0097>@POTUS https://t.co/tTgeqxNqYm",HillaryClinton,2016-10-14,2781,1015,en,"New York, NY"
"""All the progress we've made these last 8 years is on the ballot."" <U+0097>@POTUSMake sure you're ready to vote: https://t.co/tTgeqxNqYm",HillaryClinton,2016-10-14,2021,733,en,"New York, NY"
"Meet six-year-old Jaylon and his mom<U+0097>residents of Flint, Michigan, and friends of Hillary's: https://t.co/jMYzbjgi69",HillaryClinton,2016-10-14,7743,2735,en,"New York, NY"
"If we let Hillary's opponent win this election, then we are sending a clear message to our kids. <U+0097>@FLOTUS<U+0085> https://t.co/8HafT5zLb4",HillaryClinton,2016-10-14,16239,7420,en,"New York, NY"
"Thank you, @FLOTUS. https://t.co/njbmWdvjtv",HillaryClinton,2016-10-14,16431,4048,en,"New York, NY"
"One adviser called Hillary's efforts to get kids health insurance a ""one-woman army inside the White House."" https://t.co/TyaMQGNZ7w",HillaryClinton,2016-10-14,5191,1792,en,"New York, NY"
"""We can save our planet while creating millions of clean energy jobs."" <U+0097>HillaryHere's how: https://t.co/NynHbi0UsK https://t.co/xyhWMFRN6c",HillaryClinton,2016-10-14,8290,3219,en,"New York, NY"
You can go vote early right now. Early voting started on Wednesday...go to https://t.co/NMfdtl5Szg. <U+0097>@POTUS in Ohio,HillaryClinton,2016-10-14,5021,1642,en,"New York, NY"
We couldn't be more lucky to have someone with Anne's talent and experience out on the campaign trail. https://t.co/hux2fvnPCF,HillaryClinton,2016-10-14,13503,3836,en,"New York, NY"
"Six reasons you need to vote, courtesy of @FLOTUS. https://t.co/LbjrZiLL3C https://t.co/vLZBKik1IC",HillaryClinton,2016-10-14,7989,3021,en,"New York, NY"
"What's ""smart"" about not funding America's military, schools, or health care for kids? https://t.co/whcL5OfeaW",HillaryClinton,2016-10-14,3332,1165,en,"New York, NY"
<U+0093>She's got the knowledge and experience and the temperament to be the next Commander-in-Chief.<U+0094> <U+0097>@POTUS on Hillary,HillaryClinton,2016-10-14,1446,587,en,"New York, NY"
It<U+0092>s time to fight back against Donald Trump &amp; deport his presidential dreams to the dustbin of history. <U+0097>@Latina https://t.co/PvF1nPgK9q,HillaryClinton,2016-10-15,7972,2941,en,"New York, NY"
"If we keep at it the way Hillary has kept at it decade after decade, progress happens. <U+0097>@POTUS https://t.co/pNsmg4T4H4",HillaryClinton,2016-10-15,8495,2414,en,"New York, NY"
It's incomprehensible that our laws would protect gun makers over Sandy Hook families. We need to fix this. https://t.co/96uBe92wPi,HillaryClinton,2016-10-15,10629,4122,en,"New York, NY"
"We need end-to-end reform in our criminal justice system. Not half measures, but full measures:<U+0085> https://t.co/eIyDPzohwA",HillaryClinton,2016-10-15,7853,2994,en,"New York, NY"
"I'm going to be the voice of the voiceless. <U+0097>Gwen Carr, mother of Eric Garner, on her work to reform policing pra<U+0085> https://t.co/t2AMLWiTN3",HillaryClinton,2016-10-15,11364,3912,en,"New York, NY"
Don't fall for the easy cynicism that says your vote doesn't matter...Your vote matters. <U+0097>@POTUS<U+0085> https://t.co/67EeEIpEhy,HillaryClinton,2016-10-15,6795,2664,en,"New York, NY"
"Colin knows Hillary<U+0097>not as first lady, secretary of state, or senator<U+0097>but as his mom's best friend. Read his letter: https://t.co/MeqyAXQocS",HillaryClinton,2016-10-15,7467,2424,en,"New York, NY"
"This election will have record turnout, because voters see through Trump<U+0092>s shameful attempts to undermine it just w<U+0085> https://t.co/sz67JPKzjx",HillaryClinton,2016-10-15,15711,5614,en,"New York, NY"
"On Election Day, let's show what it means to be stronger together: https://t.co/tTgeqy51PU https://t.co/2F5bBWirme",HillaryClinton,2016-10-15,7155,2462,en,"New York, NY"
"A conversation with Hillary's best friend Betsy about breakups, prom dates, and skateboards: https://t.co/fXiEv1GW1L",HillaryClinton,2016-10-15,7164,1817,en,"New York, NY"
We've come too far to turn back now. Make sure you're registered to vote: https://t.co/tTgeqxNqYm https://t.co/MVqZYXuA5c,HillaryClinton,2016-10-15,9564,3877,en,"New York, NY"
"Chip in now to get your free sticker, inspired by @FLOTUS: https://t.co/r6GJ3jExd7",HillaryClinton,2016-10-15,3165,827,en,"New York, NY"
"When Trump and Pence attack Planned Parenthood, they're attacking millions of Americans. https://t.co/9xsaHAjAZO",HillaryClinton,2016-10-16,15349,7388,en,"New York, NY"
"From birth control to cancer screenings, Planned Parenthood has provided care for millions. That's worth celebratin<U+0085> https://t.co/wbB4NrBon7",HillaryClinton,2016-10-16,22325,7168,en,"New York, NY"
It is our obligation as Americans to dig deep in doing whatever we can to build the kind of future we want for ours<U+0085> https://t.co/PWo7T7lzAy,HillaryClinton,2016-10-16,15168,4141,en,"New York, NY"
The attack on the Orange County HQ @NCGOP office is horrific and unacceptable. Very grateful that everyone is safe.,HillaryClinton,2016-10-16,20169,7214,en,"New York, NY"
"Where does Trump get his talking points from? Often this alt-right conspiracy theorist, Alex Jones. (Watch all the<U+0085> https://t.co/YoP8rvXX9d",HillaryClinton,2016-10-16,20148,12995,en,"New York, NY"
We make our country greater when we widen the circle of opportunity and invite more people in:<U+0085> https://t.co/FmUWoDvOSl,HillaryClinton,2016-10-16,7425,2225,en,"New York, NY"
"She<U+0092>s a tested, unshakable leader. <U+0097>@LasVegasSun endorsing Hillary: https://t.co/8Px21Dz3sx",HillaryClinton,2016-10-17,5032,1561,en,"New York, NY"
"Don't forget, Florida: Your voter registration deadline is tomorrow, 10/18 at 5pm ET. Make sure you're registered a<U+0085> https://t.co/e6KilfrTzn",HillaryClinton,2016-10-17,4755,2616,en,"New York, NY"
Barack Obama<U+0092>s greatest strength? <U+0093>Probably that I<U+0092>m always early.<U+0094> https://t.co/3TKJ4H68Kz https://t.co/wYVh8AgHGt,HillaryClinton,2016-10-17,16079,6991,en,"New York, NY"
There are a lot of bullies in this world. The last thing we need is one in the White House. https://t.co/M0owOglPjy,HillaryClinton,2016-10-17,55166,23972,en,"New York, NY"
Photos that help remind us that this election is about building a country we can all be proud of<U+0097>together. https://t.co/IfICuWqDgL,HillaryClinton,2016-10-17,7282,2067,en,"New York, NY"
Only 71 left! Hurry and save $10 on the Art of Politics tote here: https://t.co/28PCWA4QVZ https://t.co/iV1OowtWAe,HillaryClinton,2016-10-17,1118,324,en,"New York, NY"
"We have an important job for lawyers and law students<U+0097>but not actors. Sorry, @MrJoshCharles. Text LAWYERS to 47246<U+0085> https://t.co/tuDqRN8o90",HillaryClinton,2016-10-17,8953,3835,en,"New York, NY"
Election Day is almost here. Make a plan to join your friends and millions across the country to vote on November 8<U+0085> https://t.co/qo68WvJuCB,HillaryClinton,2016-10-17,5644,2178,en,"New York, NY"
We can't let Donald Trump bully his way to the presidency. https://t.co/WPLMpkLFYS,HillaryClinton,2016-10-17,15620,6417,en,"New York, NY"
Automatically donate every time Trump tweets something offensive with our new tool: https://t.co/XcTt51uKsd https://t.co/WPM1I9yeVv,HillaryClinton,2016-10-18,6051,2581,en,"New York, NY"
"Our progress is on the ballot.Tolerance is on the ballot.Democracy is on the ballot.Make a plan to vote:<U+0085> https://t.co/ywyzFUKNZi",HillaryClinton,2016-10-18,15575,6722,en,"New York, NY"
Two maps that show why no one can afford to stay home on Election Day. https://t.co/fenfom4oPl,HillaryClinton,2016-10-18,4638,2337,en,"New York, NY"
Our metric for success should be how many kids can go as far as their dreams and hard work will take them. https://t.co/e2VOrqh2gi,HillaryClinton,2016-10-18,8808,2830,en,"New York, NY"
The fate of the Supreme Court hinges on the choice we make in 21 days. Here's what's at stake: https://t.co/5fbqR2mDy2,HillaryClinton,2016-10-18,4044,1727,en,"New York, NY"
"Carter.Bush.Clinton.Bush.Obama.Not one of them believes Donald Trump has what it takes to be president. https://t.co/PJSn0KxJPj",HillaryClinton,2016-10-18,27264,11627,en,"New York, NY"
"When Hillary learned that the families of the fallen were only promised $12,000 in benefits, she took action. https://t.co/z9YFcTwYEv",HillaryClinton,2016-10-18,6240,2559,en,"New York, NY"
"In the quiet moments backstage or at the end of a long day, I find myself thinking about my mother.<U+0085> https://t.co/tEFEXQ5OYP",HillaryClinton,2016-10-18,9829,2136,en,"New York, NY"
"<U+0093>Two words give us hope: Madam President."" <U+0097>@VogueMagazine in its first presidential endorsement https://t.co/2xBHFpChFu",HillaryClinton,2016-10-18,13799,4359,en,"New York, NY"
Do your part to hold Donald Trump to the truth. Follow @TheBriefing2016 during tonight's debate for live fact-checking. #Debates,HillaryClinton,2016-10-19,4763,1844,en,"New York, NY"
"Donald Trump is good at one thing<U+0097>driving his companies into the ground.And now he wants the keys to the U.S. eco<U+0085> https://t.co/4ruapfFi7Q",HillaryClinton,2016-10-19,12613,6524,en,"New York, NY"
A #debate preview that says it all. https://t.co/vnn4VMByLB,HillaryClinton,2016-10-19,4735,2089,en,"New York, NY"
A man you can bait with a tweet is not a man we can trust with nuclear weapons. https://t.co/YZJvqHDkkq,HillaryClinton,2016-10-19,12991,6090,en,"New York, NY"
"In 1994, Ryan Moore made an impression on First Lady Hillary Clinton<U+0097>and she him: ""She has helped make me into the<U+0085> https://t.co/C1iAjYpoMn",HillaryClinton,2016-10-19,8286,2767,en,"New York, NY"
"If this man's resume landed on your desk, would you hire him for anything? https://t.co/y8mWl3kkXe",HillaryClinton,2016-10-19,3644,1560,en,"New York, NY"
"Ryan talks about living with a disability<U+0097>and befriending Hillary back in 1994: ""She looks at me the way I always w<U+0085> https://t.co/g0XeBjLbTT",HillaryClinton,2016-10-19,13347,4650,en,"New York, NY"
"On November 9, what kind of world do you want to wake up in? https://t.co/nN0EN1MFpd",HillaryClinton,2016-10-19,3830,1229,en,"New York, NY"
"Even if Trump's bullying, bigotry, and misogyny weren't disqualifying, his policies would be. https://t.co/9WyNBzycQc",HillaryClinton,2016-10-19,13534,6570,en,"New York, NY"
Maybe there's a reason Donald Trump refuses to release a real plan to combat ISIS. #Debate https://t.co/5cEorgljt3,HillaryClinton,2016-10-19,7256,3314,en,"New York, NY"
"Check out our new tool: Every time @realDonaldTrump tweets something offensive, automatically donate. https://t.co/6pWTY4BPhY",HillaryClinton,2016-10-19,5165,1891,en,"New York, NY"
Tonight is the final presidential debate. RT this if you're with Hillary. #Debate https://t.co/a6IJYb1xCi,HillaryClinton,2016-10-19,17104,15726,en,"New York, NY"
"When there are no ceilings, the sky's the limit. https://t.co/u72wraOmhX https://t.co/a5BnlRg0sF",HillaryClinton,2016-10-19,4153,1350,en,"New York, NY"
"Trump says disqualifying things almost every day<U+0097>but his policy ""plans"" matter too. We put them next to Hillary's: https://t.co/mfSjPAEuwD",HillaryClinton,2016-10-19,4492,1689,en,"New York, NY"
Grateful to everyone who performed and turned out at #BroadwayForHillary. A great reminder about how important it i<U+0085> https://t.co/BnGOv2trkB,HillaryClinton,2016-10-19,9142,2576,en,"New York, NY"
"When it comes to policy plans, there's no comparing Hillary and Trump. #DebateNight https://t.co/LbSCHp6bNM",HillaryClinton,2016-10-19,2587,959,en,"New York, NY"
"Trump reportedly asked this about nuclear weapons: ""If we have them, why can't we use them?""We can't let him beco<U+0085> https://t.co/u3YYU5jbhP",HillaryClinton,2016-10-19,19642,11188,en,"New York, NY"
Spoiler alert: He was actually wrong. #Debate https://t.co/EVaiJio993,HillaryClinton,2016-10-19,4284,1522,en,"New York, NY"
Got her back? #DebateNight https://t.co/GpNCJMEOGM,HillaryClinton,2016-10-20,16402,4537,en,"New York, NY"
"""Hillary has comprehensive policies to help people. Her opponent has tweets.You decide.<U+0094> <U+0097>@FLOTUS",HillaryClinton,2016-10-20,1456,586,en,"New York, NY"
<U+0093>It<U+0092>s not just about women<U+0097>[Trump] never apologizes or says he<U+0092>s sorry for anything.<U+0094> <U+0097>Hillary #DebateNight https://t.co/b1FuQDuBrO,HillaryClinton,2016-10-20,7620,2642,en,"New York, NY"
"In 2011, Hillary advised @POTUS on the mission to take out bin Laden. Trump was on the Apprentice.<U+0085> https://t.co/PzwYD5OoXu",HillaryClinton,2016-10-20,8684,4133,en,"New York, NY"
"While Hillary was monitoring the raid on Osama bin Laden, Trump was hosting ""the Apprentice"" (which didn't win an E<U+0085> https://t.co/S8U8AO2cEI",HillaryClinton,2016-10-20,18423,6595,en,"New York, NY"
All that progress is at stake if we don't do the right thing over these last 19 days. <U+0097>@POTUS https://t.co/a5j8nqYXia,HillaryClinton,2016-10-20,1196,485,en,"New York, NY"
"""When you're president...knowing what you're doing is a good thing.And Hillary Clinton absolutely knows what she's doing."" <U+0097>@FLOTUS",HillaryClinton,2016-10-20,1496,533,en,"New York, NY"
3/3. #SheWon https://t.co/jMIDESup7K,HillaryClinton,2016-10-20,39801,13617,en,"New York, NY"
Terrifying. #DebateNight https://t.co/f14hmRUkkr,HillaryClinton,2016-10-20,5289,2329,en,"New York, NY"
"In this race, we have a candidate whose vision for our country is completely and utterly lacking in hope. <U+0097>@FLOTUS on Trump",HillaryClinton,2016-10-20,1524,551,en,"New York, NY"
I'm happy to compare my 30 years of experience with your 30 years. <U+0097>Hillary to Trump #DebateNight https://t.co/TwOpwfFUZ5,HillaryClinton,2016-10-20,54202,22241,en,"New York, NY"
Watch live: @POTUS hits the campaign trail for Hillary in Miami. https://t.co/lFWJRhSouE,HillaryClinton,2016-10-20,3623,957,en,"New York, NY"
We are not going to build a wall and deport 16 million people. That's not happening. #DebateNight,HillaryClinton,2016-10-20,16267,6198,en,"New York, NY"
"If you're a young person worried about affording college, [Hillary] has a plan to make your education tuition-free. <U+0097>@FLOTUS",HillaryClinton,2016-10-20,1283,439,en,"New York, NY"
"""We cannot let anyone take away our hope.We cannot let anyone silence our voices.Because we know that every vote matters.""<U+0097>@FLOTUS",HillaryClinton,2016-10-20,3599,1123,en,"New York, NY"
I see no conflict in saving people<U+0092>s lives and defending the 2nd Amendment. #DebateNight https://t.co/SCWq1z3m6C,HillaryClinton,2016-10-20,10756,5415,en,"New York, NY"
"20 days left. Let's win this.Make your custom video to show the world why you believe that #LoveTrumpsHate: https://t.co/QQBKlxyU4D",HillaryClinton,2016-10-20,9626,2680,en,"New York, NY"
"Trump on losing the Emmy tonight: ""I should've won."" #DebateNightTrump on losing the Emmy in 2012, 2013, and 2014: https://t.co/EQsmBStnC0",HillaryClinton,2016-10-20,13295,6935,en,"New York, NY"
"Every time things aren<U+0092>t going his way, Donald Trump says it<U+0092>s <U+0093>rigged.<U+0094> #DebateNight https://t.co/QuxoTiAXM1",HillaryClinton,2016-10-20,13006,5314,en,"New York, NY"
"If you think #SheWon, chip in $5 before the midnight FEC deadline: https://t.co/3U33mS9tYL #DebateNight",HillaryClinton,2016-10-20,6586,1633,en,"New York, NY"
He thinks we should be afraid of our Muslim brothers and sisters<U+0097>because he has no idea who they really are. <U+0097>@FLOTUS on Trump,HillaryClinton,2016-10-20,1706,652,en,"New York, NY"
It's been four minutes. Donald Trump could have launched a nuclear weapon by now. #DebateNight https://t.co/vDvFPTKzI0,HillaryClinton,2016-10-20,8211,3643,en,"New York, NY"
This election is over in 20 days<U+0097>but the decision we make will affect our country for generations.  #DebateNight https://t.co/SfQM2FdOAr,HillaryClinton,2016-10-20,5494,2438,en,"New York, NY"
"We counted: Over the last three presidential debates, Donald Trump told 137 lies. Hillary still won all three. https://t.co/FbhB0zUVpR",HillaryClinton,2016-10-20,8920,3393,en,"New York, NY"
