state_name,county_name,total_2012,dem_2012,pct_dem_2012,gop_2012,pct_gop_2012,oth_2012,pct_oth_2012,total_2016,dem_2016,pct_dem_2016,gop_2016,pct_gop_2016,oth_2016,pct_oth_2016,trump_county
new jersey,Camden County,203201,137795,67.81,63329,31.17,2077,1.02,220437,142375,64.59,71020,32.22,7042,3.19,Clinton Won
new york,Saratoga County,97502,48876,50.13,46829,48.03,1797,1.84,104089,46546,44.72,51088,49.08,6455,6.20,Trump Won
georgia,Thomas County,18943,7651,40.39,11153,58.88,139,0.73,18730,7138,38.11,11225,59.93,367,1.96,Trump Won
texas,Angelina County,28403,7833,27.58,20301,71.47,269,0.95,29870,7538,25.24,21666,72.53,666,2.23,Trump Won
texas,Medina County,15948,4760,29.85,11016,69.07,172,1.08,17187,4624,26.90,12054,70.13,509,2.96,Trump Won
texas,Bosque County,7336,1366,18.62,5873,80.06,97,1.32,7797,1277,16.38,6325,81.12,195,2.50,Trump Won
georgia,Baldwin County,16214,8469,52.23,7585,46.78,160,0.99,16075,7965,49.55,7691,47.84,419,2.61,Clinton Won
texas,Gray County,7373,885,12.00,6428,87.18,60,0.81,7360,699,9.50,6495,88.25,166,2.26,Trump Won
texas,Coleman County,3483,441,12.66,3007,86.33,35,1.00,3635,387,10.65,3177,87.40,71,1.95,Trump Won
virginia,Augusta County,33614,9448,28.11,23614,70.25,552,1.64,36661,8108,22.12,26152,71.33,2401,6.55,Trump Won
louisiana,Jackson Parish,7529,2305,30.61,5132,68.16,92,1.22,7464,2139,28.66,5169,69.25,156,2.09,Trump Won
california,Calaveras County,18469,7404,40.09,10537,57.05,528,2.86,19029,6740,35.42,11064,58.14,1225,6.44,Trump Won
california,Siskiyou County,17505,7110,40.62,9844,56.24,551,3.15,14639,5252,35.88,8392,57.33,995,6.80,Trump Won
maryland,Harford County,118417,46390,39.18,69496,58.69,2531,2.14,124224,43803,35.26,74261,59.78,6160,4.96,Trump Won
louisiana,Lincoln Parish,18974,7947,41.88,10731,56.56,296,1.56,18664,7102,38.05,10761,57.66,801,4.29,Trump Won
wyoming,Laramie County,38057,13807,36.28,23247,61.08,1003,2.64,39945,11572,28.97,24844,62.20,3529,8.83,Trump Won
louisiana,Cameron Parish,3744,408,10.90,3260,87.07,76,2.03,3692,323,8.75,3256,88.19,113,3.06,Trump Won
oklahoma,Kay County,16122,4624,28.68,11498,71.32,0,0.00,16795,3734,22.23,12168,72.45,893,5.32,Trump Won
north carolina,Craven County,45585,18556,40.71,26654,58.47,375,0.82,46231,17481,37.81,27556,59.61,1194,2.58,Trump Won
texas,Blanco County,4971,1220,24.54,3637,73.16,114,2.29,5669,1244,21.94,4212,74.30,213,3.76,Trump Won
florida,Walton County,28480,6665,23.40,21483,75.43,332,1.17,33559,6861,20.44,25695,76.57,1003,2.99,Trump Won
california,Yuba County,15009,5817,38.76,8746,58.27,446,2.97,14929,5115,34.26,8869,59.41,945,6.33,Trump Won
oklahoma,Jackson County,7915,1953,24.67,5962,75.33,0,0.00,7806,1473,18.87,5969,76.47,364,4.66,Trump Won
mississippi,Jackson County,49290,15452,31.35,33262,67.48,576,1.17,45465,13087,28.78,31204,68.63,1174,2.58,Trump Won
florida,Manatee County,153451,66476,43.32,85616,55.79,1359,0.89,178521,71066,39.81,101681,56.96,5774,3.23,Trump Won
maryland,Wicomico County,38256,17481,45.69,20136,52.63,639,1.67,38722,16327,42.16,20832,53.80,1563,4.04,Trump Won
connecticut,Tolland County,70780,39283,55.50,30391,42.94,1106,1.56,77069,38450,49.89,33989,44.10,4630,6.01,Clinton Won
arkansas,Jefferson County,27364,17456,63.79,9515,34.77,393,1.44,25683,15721,61.21,9231,35.94,731,2.85,Clinton Won
arkansas,White County,26508,5765,21.75,20005,75.47,738,2.78,27451,5157,18.79,21038,76.64,1256,4.58,Trump Won
texas,Mason County,1965,380,19.34,1562,79.49,23,1.17,2053,353,17.19,1656,80.66,44,2.14,Trump Won
mississippi,Wilkinson County,4238,2940,69.37,1275,30.08,23,0.54,4174,2826,67.70,1305,31.26,43,1.03,Clinton Won
south carolina,Jasper County,9991,5727,57.32,4169,41.73,95,0.95,14216,7789,54.79,6100,42.91,327,2.30,Clinton Won
georgia,Greene County,8313,3195,38.43,5067,60.95,51,0.61,8831,3194,36.17,5488,62.14,149,1.69,Trump Won
michigan,Keweenaw County,1388,582,41.93,774,55.76,32,2.31,1429,527,36.88,814,56.96,88,6.16,Trump Won
texas,Bandera County,9434,1859,19.71,7423,78.68,152,1.61,10213,1726,16.90,8159,79.89,328,3.21,Trump Won
texas,Caldwell County,11055,4787,43.30,6018,54.44,250,2.26,11709,4663,39.82,6516,55.65,530,4.53,Trump Won
texas,Hardeman County,1495,302,20.20,1176,78.66,17,1.14,1511,249,16.48,1207,79.88,55,3.64,Trump Won
idaho,Kootenai County,59764,18824,31.50,39347,65.84,1593,2.67,66286,16264,24.54,44449,67.06,5573,8.41,Trump Won
texas,Somervell County,3507,609,17.37,2858,81.49,40,1.14,3876,540,13.93,3206,82.71,130,3.35,Trump Won
arkansas,Miller County,15329,4518,29.47,10622,69.29,189,1.23,16015,4273,26.68,11293,70.52,449,2.80,Trump Won
oregon,Klamath County,27530,8140,29.57,18654,67.76,736,2.67,29240,7080,24.21,20170,68.98,1990,6.81,Trump Won
louisiana,Calcasieu Parish,81718,28357,34.70,51844,63.44,1517,1.86,83773,26293,31.39,54182,64.68,3298,3.94,Trump Won
mississippi,Harrison County,61602,22242,36.11,38646,62.73,714,1.16,62076,20679,33.31,39710,63.97,1687,2.72,Trump Won
new york,Ontario County,44144,21285,48.22,21998,49.83,861,1.95,47664,20233,42.45,24343,51.07,3088,6.48,Trump Won
california,Glenn County,9142,3276,35.83,5608,61.34,258,2.82,5440,1766,32.46,3405,62.59,269,4.94,Trump Won
indiana,Floyd County,35283,14805,41.96,19868,56.31,610,1.73,37225,13939,37.45,21427,57.56,1859,4.99,Trump Won
south carolina,Florence County,57877,28508,49.26,28825,49.80,544,0.94,57770,26630,46.10,29498,51.06,1642,2.84,Trump Won
north carolina,Davie County,20418,5652,27.68,14568,71.35,198,0.97,21350,5228,24.49,15502,72.61,620,2.90,Trump Won
mississippi,Lawrence County,6584,2394,36.36,4153,63.08,37,0.56,6329,2181,34.46,4072,64.34,76,1.20,Trump Won
tennessee,Bradley County,35956,8035,22.35,27417,76.25,504,1.40,38392,7070,18.42,29761,77.52,1561,4.07,Trump Won
texas,Franklin County,4255,750,17.63,3446,80.99,59,1.39,4356,665,15.27,3583,82.25,108,2.48,Trump Won
new york,Bronx County,316047,288378,91.25,26304,8.32,1365,0.43,358857,318403,88.73,34424,9.59,6030,1.68,Clinton Won
mississippi,Adams County,13621,7999,58.73,5542,40.69,80,0.59,12214,6921,56.66,5125,41.96,168,1.38,Clinton Won
georgia,Gilmer County,11008,1955,17.76,8920,81.03,133,1.21,12713,1955,15.38,10465,82.32,293,2.30,Trump Won
nebraska,Rock County,784,103,13.14,669,85.33,12,1.53,793,70,8.83,687,86.63,36,4.54,Trump Won
north carolina,Vance County,20770,13286,63.97,7406,35.66,78,0.38,19762,12168,61.57,7304,36.96,290,1.47,Clinton Won
north dakota,Billings County,577,89,15.42,472,81.80,16,2.77,592,58,9.80,492,83.11,42,7.09,Trump Won
georgia,Pulaski County,3681,1219,33.12,2444,66.40,18,0.49,3598,1104,30.68,2436,67.70,58,1.61,Trump Won
vermont,Windham County,21805,16080,73.74,5344,24.51,381,1.75,21151,14340,67.80,5462,25.82,1349,6.38,Clinton Won
wyoming,Washakie County,3911,794,20.30,3013,77.04,104,2.66,3715,532,14.32,2911,78.36,272,7.32,Trump Won
nebraska,Cherry County,3052,436,14.29,2557,83.78,59,1.93,3082,317,10.29,2623,85.11,142,4.61,Trump Won
nebraska,Colfax County,3047,959,31.47,2045,67.12,43,1.41,3172,857,27.02,2171,68.44,144,4.54,Trump Won
georgia,Effingham County,20779,4941,23.78,15591,75.03,247,1.19,23395,4851,20.74,17865,76.36,679,2.90,Trump Won
illinois,Jackson County,21190,11306,53.36,9130,43.09,754,3.56,24509,11619,47.41,10889,44.43,2001,8.16,Clinton Won
wisconsin,Sheboygan County,63272,28356,44.82,34282,54.18,634,1.00,58290,22636,38.83,32368,55.53,3286,5.64,Trump Won
wisconsin,La Crosse County,63212,36632,57.95,25711,40.67,869,1.37,62785,32402,51.61,26384,42.02,3999,6.37,Clinton Won
colorado,Custer County,2697,862,31.96,1776,65.85,59,2.19,3064,797,26.01,2059,67.20,208,6.79,Trump Won
louisiana,Natchitoches Parish,17257,7941,46.02,9077,52.60,239,1.38,16617,7143,42.99,8965,53.95,509,3.06,Trump Won
north carolina,Washington County,6456,3811,59.03,2615,40.50,30,0.46,6115,3490,57.07,2560,41.86,65,1.06,Clinton Won
kansas,Geary County,7526,3158,41.96,4242,56.36,126,1.67,7129,2569,36.04,4116,57.74,444,6.23,Trump Won
california,Del Norte County,7940,3396,42.77,4256,53.60,288,3.63,7949,2997,37.70,4370,54.98,582,7.32,Trump Won
washington,Okanogan County,12781,5259,41.15,7151,55.95,371,2.90,7061,2630,37.25,4048,57.33,383,5.42,Trump Won
kansas,Wallace County,781,68,8.71,702,89.88,11,1.41,779,45,5.78,711,91.27,23,2.95,Trump Won
colorado,Weld County,112695,47418,42.08,62350,55.33,2927,2.60,133790,45869,34.28,75882,56.72,12039,9.00,Trump Won
south carolina,Oconee County,30613,8537,27.89,21573,70.47,503,1.64,33530,7979,23.80,24096,71.86,1455,4.34,Trump Won
virginia,Mathews County,5364,1807,33.69,3488,65.03,69,1.29,5292,1563,29.54,3515,66.42,214,4.04,Trump Won
kansas,Brown County,3865,1039,26.88,2738,70.84,88,2.28,3960,850,21.46,2861,72.25,249,6.29,Trump Won
colorado,Clear Creek County,5610,3041,54.21,2381,42.44,188,3.35,5532,2585,46.73,2426,43.85,521,9.42,Clinton Won
texas,Runnels County,3665,517,14.11,3103,84.67,45,1.23,3765,452,12.01,3241,86.08,72,1.91,Trump Won
texas,Castro County,2119,630,29.73,1470,69.37,19,0.90,1996,526,26.35,1413,70.79,57,2.86,Trump Won
texas,Mills County,2197,279,12.70,1882,85.66,36,1.64,2238,242,10.81,1949,87.09,47,2.10,Trump Won
texas,Sutton County,1489,369,24.78,1110,74.55,10,0.67,1415,313,22.12,1075,75.97,27,1.91,Trump Won
ohio,Clermont County,93392,29334,31.41,62527,66.95,1531,1.64,96455,26096,27.06,65960,68.38,4399,4.56,Trump Won
illinois,Winnebago County,116101,60334,51.97,53722,46.27,2045,1.76,113027,52595,46.53,53922,47.71,6510,5.76,Trump Won
kansas,Pratt County,3752,974,25.96,2730,72.76,48,1.28,3806,769,20.20,2824,74.20,213,5.60,Trump Won
texas,Ward County,3238,836,25.82,2364,73.01,38,1.17,3413,780,22.85,2541,74.45,92,2.70,Trump Won
pennsylvania,Philadelphia County,653598,557024,85.22,91840,14.05,4734,0.72,680227,560542,82.41,105418,15.50,14267,2.10,Clinton Won
georgia,Towns County,6159,1265,20.54,4834,78.49,60,0.97,6726,1206,17.93,5377,79.94,143,2.13,Trump Won
kansas,Pawnee County,2565,704,27.45,1808,70.49,53,2.07,2602,567,21.79,1872,71.94,163,6.26,Trump Won
alabama,Mobile County,174189,78417,45.02,94566,54.29,1206,0.69,163387,68429,41.88,91087,55.75,3871,2.37,Trump Won
georgia,Monroe County,12259,3779,30.83,8352,68.13,128,1.04,12675,3570,28.17,8821,69.59,284,2.24,Trump Won
idaho,Washington County,4330,1104,25.50,3128,72.24,98,2.26,4454,776,17.42,3283,73.71,395,8.87,Trump Won
north carolina,Harnett County,42343,16858,39.81,25070,59.21,415,0.98,44955,16452,36.60,27278,60.68,1225,2.72,Trump Won
wisconsin,Walworth County,52115,22512,43.20,28962,55.57,641,1.23,50570,18706,36.99,28848,57.05,3016,5.96,Trump Won
alabama,Marengo County,11509,6154,53.47,5321,46.23,34,0.30,10948,5607,51.21,5224,47.72,117,1.07,Clinton Won
georgia,McDuffie County,9585,4041,42.16,5475,57.12,69,0.72,9268,3699,39.91,5432,58.61,137,1.48,Trump Won
arkansas,Bradley County,3634,1447,39.82,2118,58.28,69,1.90,3617,1317,36.41,2163,59.80,137,3.79,Trump Won
arizona,Gila County,18477,6650,35.99,11525,62.37,302,1.63,21398,6746,31.53,13672,63.89,980,4.58,Trump Won
iowa,Linn County,117122,68028,58.08,47427,40.49,1667,1.42,114664,58481,51.00,48183,42.02,8000,6.98,Clinton Won
texas,Collingsworth County,1150,177,15.39,962,83.65,11,0.96,1154,145,12.56,983,85.18,26,2.25,Trump Won
texas,Fayette County,10534,2311,21.94,8098,76.87,125,1.19,11029,2127,19.29,8648,78.41,254,2.30,Trump Won
kansas,Wabaunsee County,3229,908,28.12,2230,69.06,91,2.82,3340,773,23.14,2358,70.60,209,6.26,Trump Won
arkansas,Monroe County,3230,1583,49.01,1585,49.07,62,1.92,2766,1298,46.93,1400,50.61,68,2.46,Trump Won
virginia,Middlesex County,6067,2370,39.06,3619,59.65,78,1.29,5994,2107,35.15,3668,61.19,219,3.65,Trump Won
maryland,Queen Anne's County,23153,7898,34.11,14879,64.26,376,1.62,24633,7316,29.70,16211,65.81,1106,4.49,Trump Won
virginia,Mecklenburg County,14813,6786,45.81,7855,53.03,172,1.16,15177,6571,43.30,8283,54.58,323,2.13,Trump Won
louisiana,Ouachita Parish,68437,26629,38.91,40927,59.80,881,1.29,67987,24420,35.92,41712,61.35,1855,2.73,Trump Won
new mexico,San Miguel County,11388,8754,76.87,2281,20.03,353,3.10,10662,7249,67.99,2302,21.59,1111,10.42,Clinton Won
mississippi,Neshoba County,10890,3030,27.82,7772,71.37,88,0.81,10438,2668,25.56,7613,72.94,157,1.50,Trump Won
florida,Sumter County,60471,19519,32.28,40644,67.21,308,0.51,76649,22631,29.53,52722,68.78,1296,1.69,Trump Won
texas,Hunt County,27984,6658,23.79,20976,74.96,350,1.25,31185,6301,20.21,23866,76.53,1018,3.26,Trump Won
texas,San Saba County,2256,323,14.32,1905,84.44,28,1.24,2354,293,12.45,2025,86.02,36,1.53,Trump Won
oregon,Umatilla County,24623,8499,34.52,15425,62.64,699,2.84,26116,7466,28.59,16775,64.23,1875,7.18,Trump Won
texas,Bailey County,1813,466,25.70,1336,73.69,11,0.61,1784,397,22.25,1343,75.28,44,2.47,Trump Won
georgia,Oglethorpe County,6258,1913,30.57,4250,67.91,95,1.52,6650,1829,27.50,4622,69.50,199,2.99,Trump Won
new mexico,Catron County,2100,557,26.52,1474,70.19,69,3.29,2024,426,21.05,1453,71.79,145,7.16,Trump Won
georgia,Pike County,8099,1355,16.73,6660,82.23,84,1.04,8675,1239,14.28,7273,83.84,163,1.88,Trump Won
kansas,Cloud County,3957,951,24.03,2886,72.93,120,3.03,3831,744,19.42,2856,74.55,231,6.03,Trump Won
arkansas,Crawford County,20562,4872,23.69,15125,73.56,565,2.75,22155,4476,20.20,16655,75.17,1024,4.62,Trump Won
kansas,Osborne County,1802,320,17.76,1448,80.36,34,1.89,1753,231,13.18,1437,81.97,85,4.85,Trump Won
texas,Palo Pinto County,9335,1810,19.39,7392,79.19,133,1.42,10175,1700,16.71,8222,80.81,253,2.49,Trump Won
south carolina,Georgetown County,30870,14119,45.74,16476,53.37,275,0.89,31519,13234,41.99,17334,55.00,951,3.02,Trump Won
indiana,Vanderburgh County,72416,31659,43.72,39504,54.55,1253,1.73,71957,28296,39.32,40422,56.18,3239,4.50,Trump Won
georgia,Putnam County,9205,2917,31.69,6210,67.46,78,0.85,9431,2745,29.11,6516,69.09,170,1.80,Trump Won
louisiana,Claiborne Parish,6732,3014,44.77,3649,54.20,69,1.02,6421,2717,42.31,3585,55.83,119,1.85,Trump Won
texas,Scurry County,5022,837,16.67,4121,82.06,64,1.27,5261,733,13.93,4403,83.69,125,2.38,Trump Won
minnesota,Clay County,28771,15210,52.87,12920,44.91,641,2.23,29108,12974,44.57,13549,46.55,2585,8.88,Trump Won
illinois,Menard County,6142,2095,34.11,3944,64.21,103,1.68,6423,1808,28.15,4230,65.86,385,5.99,Trump Won
texas,Wilson County,17186,4819,28.04,12205,71.02,162,0.94,19255,4790,24.88,13991,72.66,474,2.46,Trump Won
indiana,Elkhart County,67768,24376,35.97,42348,62.49,1044,1.54,65187,20667,31.70,41810,64.14,2710,4.16,Trump Won
oregon,Clatsop County,17206,9616,55.89,7101,41.27,489,2.84,18158,8899,49.01,7794,42.92,1465,8.07,Clinton Won
virginia,Isle of Wight County,20772,8754,42.14,11797,56.79,221,1.06,20481,7673,37.46,11971,58.45,837,4.09,Trump Won
wyoming,Fremont County,16817,5333,31.71,11072,65.84,412,2.45,16543,4200,25.39,11167,67.50,1176,7.11,Trump Won
north carolina,Edgecombe County,26826,18249,68.03,8494,31.66,83,0.31,24653,16152,65.52,8219,33.34,282,1.14,Clinton Won
texas,McCulloch County,2993,537,17.94,2419,80.82,37,1.24,3086,480,15.55,2546,82.50,60,1.94,Trump Won
texas,Hockley County,7119,1482,20.82,5543,77.86,94,1.32,7282,1257,17.26,5793,79.55,232,3.19,Trump Won
kentucky,Clark County,15410,5228,33.93,9931,64.45,251,1.63,16193,4706,29.06,10710,66.14,777,4.80,Trump Won
new mexico,Union County,1753,471,26.87,1231,70.22,51,2.91,1688,318,18.84,1214,71.92,156,9.24,Trump Won
michigan,Eaton County,54707,27912,51.02,26193,47.88,602,1.10,55686,24534,44.06,27608,49.58,3544,6.36,Trump Won
kansas,Rice County,3622,899,24.82,2631,72.64,92,2.54,3567,668,18.73,2652,74.35,247,6.92,Trump Won
louisiana,Webster Parish,18413,6802,36.94,11397,61.90,214,1.16,18140,6259,34.50,11538,63.61,343,1.89,Trump Won
louisiana,La Salle Parish,6572,764,11.63,5726,87.13,82,1.25,6568,605,9.21,5835,88.84,128,1.95,Trump Won
texas,Grayson County,42207,10665,25.27,30907,73.23,635,1.50,47068,10276,21.83,35274,74.94,1518,3.23,Trump Won
rhode island,Washington County,60933,34904,57.28,24666,40.48,1363,2.24,64160,33511,52.23,27074,42.20,3575,5.57,Clinton Won
mississippi,Quitman County,3979,2837,71.30,1116,28.05,26,0.65,3353,2303,68.68,998,29.76,52,1.55,Clinton Won
virginia,Clarke County,7731,3237,41.87,4295,55.56,199,2.57,8131,3047,37.47,4657,57.27,427,5.25,Trump Won
new york,Albany County,125531,80891,64.44,42029,33.48,2611,2.08,125644,74775,59.51,44227,35.20,6642,5.29,Clinton Won
texas,Presidio County,1808,1273,70.41,504,27.88,31,1.71,2203,1458,66.18,652,29.60,93,4.22,Clinton Won
louisiana,Tangipahoa Parish,50090,17720,35.38,31583,63.05,787,1.57,52381,16869,32.20,33933,64.78,1579,3.01,Trump Won
texas,Real County,1533,277,18.07,1236,80.63,20,1.30,1678,262,15.61,1382,82.36,34,2.03,Trump Won
montana,Carter County,794,96,12.09,678,85.39,20,2.52,777,70,9.01,677,87.13,30,3.86,Trump Won
georgia,Rabun County,7438,1558,20.95,5753,77.35,127,1.71,7949,1443,18.15,6287,79.09,219,2.76,Trump Won
montana,Ravalli County,19797,6466,32.66,12817,64.74,514,2.60,22063,6166,27.95,14673,66.51,1224,5.55,Trump Won
south carolina,Sumter County,47261,27550,58.29,19266,40.77,445,0.94,44048,24024,54.54,18733,42.53,1291,2.93,Clinton Won
kansas,Norton County,2296,393,17.12,1855,80.79,48,2.09,2190,277,12.65,1808,82.56,105,4.79,Trump Won
mississippi,Jefferson County,3953,3508,88.74,431,10.90,14,0.35,3859,3337,86.47,489,12.67,33,0.86,Clinton Won
new york,Queens County,507722,399970,78.78,103193,20.32,4559,0.90,627021,473389,75.50,138550,22.10,15082,2.41,Clinton Won
georgia,Banks County,6191,779,12.58,5353,86.46,59,0.95,6946,684,9.85,6130,88.25,132,1.90,Trump Won
kansas,Wyandotte County,49422,33265,67.31,15273,30.90,884,1.79,47467,29346,61.82,15520,32.70,2601,5.48,Clinton Won
oregon,Curry County,11529,4611,39.99,6577,57.05,341,2.96,12163,4253,34.97,7157,58.84,753,6.19,Trump Won
alabama,Limestone County,35406,9809,27.70,25263,71.35,334,0.94,39400,9340,23.71,28824,73.16,1236,3.14,Trump Won
texas,Garza County,1556,276,17.74,1262,81.11,18,1.16,1475,224,15.19,1223,82.92,28,1.90,Trump Won
kansas,Rooks County,2625,398,15.16,2159,82.25,68,2.59,2378,273,11.48,1999,84.06,106,4.46,Trump Won
kansas,Cheyenne County,1422,231,16.24,1157,81.36,34,2.39,1409,188,13.34,1172,83.18,49,3.48,Trump Won
texas,La Salle County,1646,965,58.63,669,40.64,12,0.73,2049,1125,54.90,870,42.46,54,2.64,Clinton Won
mississippi,Humphreys County,4481,3399,75.85,1069,23.86,13,0.29,3599,2652,73.69,924,25.67,23,0.64,Clinton Won
NA,Honolulu County,292925,201803,68.89,87255,29.79,3867,1.32,285683,175634,61.48,90296,31.61,19753,6.91,Clinton Won
georgia,Tift County,13893,4640,33.40,9171,66.01,82,0.59,12796,3892,30.42,8680,67.83,224,1.75,Trump Won
oklahoma,Harmon County,923,264,28.60,659,71.40,0,0.00,975,224,22.97,714,73.23,37,3.79,Trump Won
idaho,Boise County,3345,953,28.49,2284,68.28,108,3.23,3812,777,20.38,2673,70.12,362,9.50,Trump Won
washington,Asotin County,9883,3993,40.40,5647,57.14,243,2.46,9684,3118,32.20,5712,58.98,854,8.82,Trump Won
louisiana,Iberia Parish,33392,12129,36.32,20890,62.56,373,1.12,32454,10698,32.96,20903,64.41,853,2.63,Trump Won
south carolina,Kershaw County,27026,10821,40.04,15846,58.63,359,1.33,28875,10293,35.65,17464,60.48,1118,3.87,Trump Won
NA,Hopewell City,9011,5178,57.46,3737,41.47,96,1.07,8968,4722,52.65,3885,43.32,361,4.03,Clinton Won
florida,Lake County,150796,61790,40.98,87637,58.12,1369,0.91,169898,62597,36.84,101888,59.97,5413,3.19,Trump Won
new jersey,Passaic County,164629,104057,63.21,59181,35.95,1391,0.84,189099,112608,59.55,71488,37.80,5003,2.65,Clinton Won
north carolina,Lenoir County,27247,13350,49.00,13763,50.51,134,0.49,25500,11752,46.09,13354,52.37,394,1.55,Trump Won
new mexico,Eddy County,19195,6110,31.83,12546,65.36,539,2.81,19523,5008,25.65,13124,67.22,1391,7.12,Trump Won
west virginia,Ohio County,17541,6623,37.76,10577,60.30,341,1.94,17819,5452,30.60,11077,62.16,1290,7.24,Trump Won
texas,Liberty County,22711,5196,22.88,17304,76.19,211,0.93,24155,4851,20.08,18856,78.06,448,1.85,Trump Won
oregon,Morrow County,3838,1189,30.98,2524,65.76,125,3.26,3989,1004,25.17,2698,67.64,287,7.19,Trump Won
new mexico,Colfax County,5896,2879,48.83,2763,46.86,254,4.31,5271,2118,40.18,2569,48.74,584,11.08,Trump Won
missouri,Cass County,48913,17044,34.85,30912,63.20,957,1.96,50715,14816,29.21,33006,65.08,2893,5.70,Trump Won
alabama,Perry County,6065,4536,74.79,1504,24.80,25,0.41,5255,3823,72.75,1403,26.70,29,0.55,Clinton Won
oregon,Harney County,3535,829,23.45,2599,73.52,107,3.03,3850,682,17.71,2904,75.43,264,6.86,Trump Won
texas,Walker County,15066,5283,35.07,9569,63.51,214,1.42,19683,6085,30.92,12878,65.43,720,3.66,Trump Won
california,Shasta County,54121,18184,33.60,34561,63.86,1376,2.54,61493,17483,28.43,40447,65.77,3563,5.79,Trump Won
south carolina,Greenwood County,28525,11884,41.66,16290,57.11,351,1.23,28600,10633,37.18,16881,59.02,1086,3.80,Trump Won
ohio,Summit County,259389,147146,56.73,108700,41.91,3543,1.37,249937,129922,51.98,109531,43.82,10484,4.19,Clinton Won
new mexico,Valencia County,27647,13473,48.73,12788,46.25,1386,5.01,27350,10810,39.52,13175,48.17,3365,12.30,Trump Won
nebraska,Washington County,10121,3103,30.66,6857,67.75,161,1.59,10584,2606,24.62,7374,69.67,604,5.71,Trump Won
louisiana,Richland Parish,11507,4074,35.40,7316,63.58,117,1.02,9596,3157,32.90,6286,65.51,153,1.59,Trump Won
arkansas,Drew County,6626,2627,39.65,3883,58.60,116,1.75,6552,2364,36.08,3967,60.55,221,3.37,Trump Won
nevada,White Pine County,3704,983,26.54,2601,70.22,120,3.24,3773,707,18.74,2723,72.17,343,9.09,Trump Won
mississippi,Lowndes County,24674,12037,48.78,12399,50.25,238,0.96,25139,11545,45.92,13124,52.21,470,1.87,Trump Won
virginia,Frederick County,36272,12683,34.97,22851,63.00,738,2.03,40133,11920,29.70,26069,64.96,2144,5.34,Trump Won
california,Mariposa County,7805,3080,39.46,4434,56.81,291,3.73,7345,2568,34.96,4317,58.77,460,6.26,Trump Won
mississippi,Leflore County,11600,8423,72.61,3115,26.85,62,0.53,9566,6677,69.80,2757,28.82,132,1.38,Clinton Won
florida,Pinellas County,457484,238966,52.23,213192,46.60,5326,1.16,491520,233327,47.47,238746,48.57,19447,3.96,Trump Won
kansas,Lincoln County,1459,284,19.47,1148,78.68,27,1.85,1448,214,14.78,1168,80.66,66,4.56,Trump Won
kentucky,Calloway County,15064,5314,35.28,9438,62.65,312,2.07,16039,4749,29.61,10367,64.64,923,5.75,Trump Won
oklahoma,Dewey County,2070,301,14.54,1769,85.46,0,0.00,2246,222,9.88,1964,87.44,60,2.67,Trump Won
nebraska,Hooker County,394,59,14.97,330,83.76,5,1.27,414,40,9.66,355,85.75,19,4.59,Trump Won
kentucky,Laurel County,22408,3905,17.43,18151,81.00,352,1.57,24811,3440,13.86,20592,83.00,779,3.14,Trump Won
florida,Brevard County,285504,122972,43.07,159270,55.79,3262,1.14,314337,119525,38.02,181620,57.78,13192,4.20,Trump Won
new mexico,Lincoln County,9209,2931,31.83,5940,64.50,338,3.67,8856,2329,26.30,5889,66.50,638,7.20,Trump Won
wisconsin,Racine County,102937,52887,51.38,49173,47.77,877,0.85,93678,42506,45.37,46620,49.77,4552,4.86,Trump Won
arkansas,Calhoun County,2174,660,30.36,1458,67.07,56,2.58,2250,636,28.27,1554,69.07,60,2.67,Trump Won
colorado,Cheyenne County,1045,162,15.50,858,82.11,25,2.39,1076,127,11.80,905,84.11,44,4.09,Trump Won
north carolina,Dare County,17614,7258,41.21,10102,57.35,254,1.44,19009,7079,37.24,11283,59.36,647,3.40,Trump Won
missouri,Cape Girardeau County,35672,9713,27.23,25343,71.04,616,1.73,36875,8468,22.96,26939,73.05,1468,3.98,Trump Won
oklahoma,Blaine County,3815,991,25.98,2824,74.02,0,0.00,3793,711,18.75,2884,76.03,198,5.22,Trump Won
tennessee,Montgomery County,55424,24349,43.93,30159,54.42,916,1.65,57278,21686,37.86,32320,56.43,3272,5.71,Trump Won
north carolina,Martin County,12541,6514,51.94,5963,47.55,64,0.51,11852,5814,49.06,5874,49.56,164,1.38,Trump Won
oregon,Wasco County,10550,5066,48.02,5152,48.83,332,3.15,11251,4634,41.19,5721,50.85,896,7.96,Trump Won
south dakota,Custer County,4520,1335,29.54,3062,67.74,123,2.72,4716,1120,23.75,3290,69.76,306,6.49,Trump Won
texas,Bowie County,35357,10184,28.80,24840,70.25,333,0.94,34470,8831,25.62,24913,72.27,726,2.11,Trump Won
indiana,Bartholomew County,29313,10622,36.24,18083,61.69,608,2.07,32389,9841,30.38,20637,63.72,1911,5.90,Trump Won
wyoming,Weston County,3323,422,12.70,2821,84.89,80,2.41,3334,294,8.82,2898,86.92,142,4.26,Trump Won
arkansas,Arkansas County,6488,2454,37.82,3892,59.99,142,2.19,6167,1939,31.44,3825,62.02,403,6.53,Trump Won
NA,Maui County,48547,35979,74.11,11577,23.85,991,2.04,51942,33479,64.45,13445,25.88,5018,9.66,Clinton Won
north carolina,Beaufort County,23468,9399,40.05,13918,59.31,151,0.64,23599,8699,36.86,14478,61.35,422,1.79,Trump Won
