state_name,county_name,total_2012,dem_2012,pct_dem_2012,gop_2012,pct_gop_2012,oth_2012,pct_oth_2012,total_2016,dem_2016,pct_dem_2016,gop_2016,pct_gop_2016,oth_2016,pct_oth_2016,trump_county
tennessee,Roane County,21081,6014,28.53,14719,69.82,348,1.65,21580,4833,22.40,15863,73.51,884,4.10,Trump Won
connecticut,Litchfield County,92404,43823,47.43,47207,51.09,1374,1.49,97434,39836,40.89,53376,54.78,4222,4.33,Trump Won
north carolina,Lincoln County,36532,10980,30.06,25184,68.94,368,1.01,39449,9836,24.93,28653,72.63,960,2.43,Trump Won
north carolina,Rockingham County,41549,16170,38.92,25037,60.26,342,0.82,41374,14057,33.98,26463,63.96,854,2.06,Trump Won
georgia,Glascock County,1333,176,13.20,1135,85.15,22,1.65,1390,138,9.93,1235,88.85,17,1.22,Trump Won
florida,Jackson County,20940,7342,35.06,13417,64.07,181,0.86,20997,6383,30.40,14231,67.78,383,1.82,Trump Won
virginia,Essex County,5666,3009,53.11,2602,45.92,55,0.97,5354,2541,47.46,2657,49.63,156,2.91,Trump Won
virginia,Rappahannock County,4331,1971,45.51,2307,53.27,53,1.22,4444,1741,39.18,2532,56.98,171,3.85,Trump Won
georgia,Hart County,9501,2869,30.20,6516,68.58,116,1.22,10077,2583,25.63,7285,72.29,209,2.07,Trump Won
texas,Concho County,1001,194,19.38,793,79.22,14,1.40,1067,148,13.87,885,82.94,34,3.19,Trump Won
washington,Ferry County,3391,1276,37.63,1966,57.98,149,4.39,3123,960,30.74,1927,61.70,236,7.56,Trump Won
georgia,Johnson County,3772,1305,34.60,2440,64.69,27,0.72,3682,1136,30.85,2519,68.41,27,0.73,Trump Won
tennessee,Cumberland County,25244,6260,24.80,18651,73.88,333,1.32,26298,5202,19.78,20410,77.61,686,2.61,Trump Won
kentucky,Russell County,7907,1445,18.27,6346,80.26,116,1.47,8171,1093,13.38,6863,83.99,215,2.63,Trump Won
connecticut,New London County,114043,66510,58.32,45715,40.09,1818,1.59,124527,62951,50.55,54574,43.83,7002,5.62,Clinton Won
virginia,Charles City County,4213,2772,65.80,1396,33.14,45,1.07,3745,2244,59.92,1381,36.88,120,3.20,Clinton Won
oklahoma,Marshall County,5140,1396,27.16,3744,72.84,0,0.00,5487,1095,19.96,4202,76.58,190,3.46,Trump Won
wyoming,Crook County,3657,426,11.65,3109,85.02,122,3.34,3771,271,7.19,3347,88.76,153,4.06,Trump Won
tennessee,Cheatham County,15177,4656,30.68,10266,67.64,255,1.68,15823,3877,24.50,11295,71.38,651,4.11,Trump Won
mississippi,Pike County,17429,9304,53.38,7986,45.82,139,0.80,15633,7636,48.85,7748,49.56,249,1.59,Trump Won
mississippi,Yalobusha County,6293,2984,47.42,3261,51.82,48,0.76,6058,2574,42.49,3366,55.56,118,1.95,Trump Won
nebraska,Adams County,12451,3991,32.05,8235,66.14,225,1.81,13172,3272,24.84,9205,69.88,695,5.28,Trump Won
arkansas,Cleveland County,3266,845,25.87,2313,70.82,108,3.31,3299,723,21.92,2460,74.57,116,3.52,Trump Won
south dakota,Yankton County,9924,4208,42.40,5463,55.05,253,2.55,9616,3301,34.33,5654,58.80,661,6.87,Trump Won
wisconsin,Pierce County,20920,10213,48.82,10383,49.63,324,1.55,21089,8380,39.74,11260,53.39,1449,6.87,Trump Won
new york,Columbia County,26008,14244,54.77,11194,43.04,570,2.19,27255,13123,48.15,12756,46.80,1376,5.05,Clinton Won
NA,Hawaii County,62653,46670,74.49,14541,23.21,1442,2.30,64865,41258,63.61,17500,26.98,6107,9.41,Clinton Won
alabama,Calhoun County,46240,15500,33.52,30272,65.47,468,1.01,47376,13197,27.86,32803,69.24,1376,2.90,Trump Won
vermont,Bennington County,17512,11517,65.77,5687,32.47,308,1.76,16345,9539,58.36,5925,36.25,881,5.39,Clinton Won
maryland,Worcester County,24526,9841,40.12,14334,58.44,351,1.43,25571,8783,34.35,15910,62.22,878,3.43,Trump Won
kentucky,Harlan County,10658,1830,17.17,8653,81.19,175,1.64,10744,1372,12.77,9129,84.97,243,2.26,Trump Won
georgia,Jasper County,6010,1839,30.60,4121,68.57,50,0.83,6016,1544,25.66,4353,72.36,119,1.98,Trump Won
mississippi,Pontotoc County,12348,2785,22.55,9403,76.15,160,1.30,11811,2123,17.97,9442,79.94,246,2.08,Trump Won
louisiana,Saint Bernard Parish,13944,5052,36.23,8497,60.94,395,2.83,15807,4957,31.36,10232,64.73,618,3.91,Trump Won
north carolina,Caswell County,10736,5183,48.28,5471,50.96,82,0.76,10515,4549,43.26,5758,54.76,208,1.98,Trump Won
kansas,Harper County,2335,536,22.96,1723,73.79,76,3.25,2513,388,15.44,1950,77.60,175,6.96,Trump Won
kentucky,Adair County,7600,1660,21.84,5841,76.86,99,1.30,8228,1323,16.08,6637,80.66,268,3.26,Trump Won
maryland,Garrett County,12113,2792,23.05,9102,75.14,219,1.81,12905,2252,17.45,10189,78.95,464,3.60,Trump Won
virginia,Tazewell County,17712,3661,20.67,13843,78.16,208,1.17,18495,2895,15.65,15160,81.97,440,2.38,Trump Won
indiana,Lake County,201648,130824,64.88,68397,33.92,2427,1.20,200247,116896,58.38,75565,37.74,7786,3.89,Clinton Won
mississippi,Lee County,34363,12043,35.05,22004,64.03,316,0.92,31974,9635,30.13,21695,67.85,644,2.01,Trump Won
louisiana,Pointe Coupee Parish,12147,5436,44.75,6548,53.91,163,1.34,11761,4764,40.51,6789,57.72,208,1.77,Trump Won
missouri,Callaway County,18228,6070,33.30,11742,64.42,416,2.28,19127,4988,26.08,13052,68.24,1087,5.68,Trump Won
west virginia,Jefferson County,21776,10215,46.91,11090,50.93,471,2.16,24007,9458,39.40,13144,54.75,1405,5.85,Trump Won
nebraska,Antelope County,3209,571,17.79,2585,80.55,53,1.65,3220,381,11.83,2717,84.38,122,3.79,Trump Won
wisconsin,Fond du Lac County,53272,22356,41.97,30329,56.93,587,1.10,51094,17391,34.04,31044,60.76,2659,5.20,Trump Won
maryland,Dorchester County,14249,6570,46.11,7514,52.73,165,1.16,14034,5695,40.58,7938,56.56,401,2.86,Trump Won
illinois,Lee County,15275,6932,45.38,8046,52.67,297,1.94,15215,5499,36.14,8597,56.50,1119,7.35,Trump Won
colorado,Pueblo County,73306,40624,55.42,31023,42.32,1659,2.26,60112,27945,46.49,27746,46.16,4421,7.35,Clinton Won
north carolina,Scotland County,14020,8131,58.00,5799,41.36,90,0.64,13743,7279,52.97,6212,45.20,252,1.83,Clinton Won
mississippi,Perry County,5686,1519,26.71,4110,72.28,57,1.00,5432,1220,22.46,4135,76.12,77,1.42,Trump Won
ohio,Holmes County,11355,2568,22.62,8563,75.41,224,1.97,10823,1766,16.32,8578,79.26,479,4.43,Trump Won
nebraska,Seward County,7445,2362,31.73,4947,66.45,136,1.83,7754,1881,24.26,5451,70.30,422,5.44,Trump Won
texas,Lamar County,17173,4173,24.30,12814,74.62,186,1.08,18537,3579,19.31,14546,78.47,412,2.22,Trump Won
massachusetts,Berkshire County,64078,48596,75.84,14209,22.17,1273,1.99,64507,43540,67.50,16799,26.04,4168,6.46,Clinton Won
new york,Warren County,26220,13112,50.01,12571,47.94,537,2.05,27568,11366,41.23,14284,51.81,1918,6.96,Trump Won
georgia,Cook County,6027,2042,33.88,3934,65.27,51,0.85,6038,1752,29.02,4175,69.15,111,1.84,Trump Won
nebraska,Boone County,2799,615,21.97,2136,76.31,48,1.71,2867,414,14.44,2299,80.19,154,5.37,Trump Won
georgia,Lincoln County,4425,1586,35.84,2806,63.41,33,0.75,4100,1271,31.00,2759,67.29,70,1.71,Trump Won
north carolina,Chowan County,7424,3507,47.24,3872,52.16,45,0.61,7108,2965,41.71,3983,56.04,160,2.25,Trump Won
kentucky,Whitley County,13068,2683,20.53,10232,78.30,153,1.17,13765,2067,15.02,11312,82.18,386,2.80,Trump Won
virginia,Louisa County,16404,6949,42.36,9207,56.13,248,1.51,17507,6208,35.46,10507,60.02,792,4.52,Trump Won
new mexico,Torrance County,6376,2414,37.86,3521,55.22,441,6.92,6250,1770,28.32,3695,59.12,785,12.56,Trump Won
colorado,Yuma County,4481,950,21.20,3433,76.61,98,2.19,4664,701,15.03,3755,80.51,208,4.46,Trump Won
illinois,Iroquois County,12770,3408,26.69,9115,71.38,247,1.93,12923,2496,19.31,9728,75.28,699,5.41,Trump Won
alabama,Bibb County,8391,2200,26.22,6131,73.07,60,0.72,8748,1874,21.42,6733,76.97,141,1.61,Trump Won
michigan,Isabella County,24119,13038,54.06,10800,44.78,281,1.17,25344,11404,45.00,12338,48.68,1602,6.32,Trump Won
georgia,Lamar County,7589,2602,34.29,4896,64.51,91,1.20,7575,2267,29.93,5183,68.42,125,1.65,Trump Won
arkansas,Logan County,7330,2009,27.41,5078,69.28,243,3.32,7839,1712,21.84,5737,73.19,390,4.98,Trump Won
mississippi,Tunica County,4262,3371,79.09,867,20.34,24,0.56,3463,2577,74.42,840,24.26,46,1.33,Clinton Won
south dakota,Harding County,739,82,11.10,638,86.33,19,2.57,769,38,4.94,694,90.25,37,4.81,Trump Won
ohio,Fairfield County,70079,28831,41.14,40134,57.27,1114,1.59,70542,24150,34.23,43163,61.19,3229,4.58,Trump Won
virginia,Charlotte County,5897,2502,42.43,3311,56.15,84,1.42,5792,2153,37.17,3479,60.07,160,2.76,Trump Won
iowa,Black Hawk County,66205,39338,59.42,26078,39.39,789,1.19,63221,32006,50.63,27382,43.31,3833,6.06,Clinton Won
nebraska,Clay County,2916,662,22.70,2213,75.89,41,1.41,2973,470,15.81,2373,79.82,130,4.37,Trump Won
colorado,Prowers County,4809,1498,31.15,3200,66.54,111,2.31,4978,1173,23.56,3508,70.47,297,5.97,Trump Won
texas,Falls County,5432,2033,37.43,3356,61.78,43,0.79,5232,1682,32.15,3438,65.71,112,2.14,Trump Won
alabama,Barbour County,11459,5873,51.25,5539,48.34,47,0.41,10390,4848,46.66,5431,52.27,111,1.07,Trump Won
mississippi,Covington County,9145,3800,41.55,5282,57.76,63,0.69,8790,3267,37.17,5423,61.70,100,1.14,Trump Won
montana,Lake County,13156,5715,43.44,7084,53.85,357,2.71,12898,4703,36.46,7453,57.78,742,5.75,Trump Won
georgia,Crisp County,7386,3160,42.78,4179,56.58,47,0.64,7500,2835,37.80,4539,60.52,126,1.68,Trump Won
nebraska,Hayes County,535,50,9.35,473,88.41,12,2.24,510,30,5.88,471,92.35,9,1.76,Trump Won
nevada,Humboldt County,5744,1737,30.24,3810,66.33,197,3.43,6433,1386,21.55,4521,70.28,526,8.18,Trump Won
north carolina,Jones County,5192,2335,44.97,2825,54.41,32,0.62,5039,2041,40.50,2941,58.36,57,1.13,Trump Won
virginia,Greensville County,4925,3135,63.65,1766,35.86,24,0.49,4363,2558,58.63,1737,39.81,68,1.56,Clinton Won
oklahoma,Beckham County,6909,1413,20.45,5496,79.55,0,0.00,7529,958,12.72,6287,83.50,284,3.77,Trump Won
virginia,Gloucester County,19246,6764,35.14,12137,63.06,345,1.79,19524,5399,27.65,13087,67.03,1038,5.32,Trump Won
louisiana,Saint Martin Parish,25430,9419,37.04,15653,61.55,358,1.41,25749,8266,32.10,16872,65.52,611,2.37,Trump Won
louisiana,Saint Martin Parish,25430,9419,37.04,15653,61.55,358,1.41,25749,8266,32.10,16872,65.52,611,2.37,Trump Won
indiana,Huntington County,15753,4596,29.18,10862,68.95,295,1.87,15974,3506,21.95,11649,72.92,819,5.13,Trump Won
texas,Kinney County,1425,522,36.63,880,61.75,23,1.61,1424,457,32.09,936,65.73,31,2.18,Trump Won
south dakota,Sully County,816,186,22.79,611,74.88,19,2.33,861,137,15.91,679,78.86,45,5.23,Trump Won
colorado,Lincoln County,2248,537,23.89,1663,73.98,48,2.14,2402,399,16.61,1873,77.98,130,5.41,Trump Won
north carolina,Clay County,5592,1573,28.13,3952,70.67,67,1.20,5885,1352,22.97,4395,74.68,138,2.34,Trump Won
wisconsin,Outagamie County,94237,45565,48.35,47294,50.19,1378,1.46,95162,38117,40.05,51579,54.20,5466,5.74,Trump Won
louisiana,Saint Mary Parish,23636,9448,39.97,13883,58.74,305,1.29,22871,8050,35.20,14353,62.76,468,2.05,Trump Won
north carolina,Northampton County,10719,7210,67.26,3474,32.41,35,0.33,9761,6113,62.63,3556,36.43,92,0.94,Clinton Won
kentucky,Bourbon County,7909,3075,38.88,4692,59.32,142,1.80,8791,2791,31.75,5569,63.35,431,4.90,Trump Won
new hampshire,Belknap County,33771,15884,47.03,17568,52.02,319,0.94,34462,13517,39.22,19315,56.05,1630,4.73,Trump Won
louisiana,Washington Parish,18100,6351,35.09,11470,63.37,279,1.54,18622,5690,30.56,12552,67.40,380,2.04,Trump Won
nebraska,Red Willow County,4868,940,19.31,3855,79.19,73,1.50,5061,638,12.61,4212,83.22,211,4.17,Trump Won
texas,Harrison County,26099,8431,32.30,17471,66.94,197,0.75,26364,7130,27.04,18712,70.98,522,1.98,Trump Won
wyoming,Converse County,6287,1089,17.32,5043,80.21,155,2.47,6552,668,10.20,5520,84.25,364,5.56,Trump Won
texas,Camp County,4332,1428,32.96,2878,66.44,26,0.60,4542,1260,27.74,3201,70.48,81,1.78,Trump Won
kansas,Decatur County,1533,266,17.35,1219,79.52,48,3.13,1460,178,12.19,1220,83.56,62,4.25,Trump Won
georgia,Burke County,9773,5403,55.28,4298,43.98,72,0.74,9350,4730,50.59,4491,48.03,129,1.38,Clinton Won
texas,Goliad County,3452,1127,32.65,2294,66.45,31,0.90,3713,973,26.21,2618,70.51,122,3.29,Trump Won
wisconsin,Rock County,80462,49158,61.09,30492,37.90,812,1.01,75043,39336,52.42,31483,41.95,4224,5.63,Clinton Won
new york,Erie County,386665,220184,56.94,159678,41.30,6803,1.76,383248,192065,50.12,173817,45.35,17366,4.53,Clinton Won
mississippi,Grenada County,11320,5279,46.63,5980,52.83,61,0.54,10442,4386,42.00,5940,56.89,116,1.11,Trump Won
texas,Stonewall County,675,160,23.70,507,75.11,8,1.19,701,135,19.26,555,79.17,11,1.57,Trump Won
virginia,Amelia County,6885,2488,36.14,4324,62.80,73,1.06,7035,2150,30.56,4704,66.87,181,2.57,Trump Won
georgia,Wilkinson County,4448,2180,49.01,2245,50.47,23,0.52,4276,1893,44.27,2332,54.54,51,1.19,Trump Won
kentucky,Cumberland County,2853,599,21.00,2216,77.67,38,1.33,3061,459,15.00,2502,81.74,100,3.27,Trump Won
mississippi,Scott County,10584,4774,45.11,5728,54.12,82,0.77,9867,3999,40.53,5742,58.19,126,1.28,Trump Won
florida,Marion County,161368,66823,41.41,93036,57.65,1509,0.94,174485,61958,35.51,107710,61.73,4817,2.76,Trump Won
west virginia,Cabell County,31744,13380,42.15,17779,56.01,585,1.84,32701,11306,34.57,19648,60.08,1747,5.34,Trump Won
georgia,Screven County,6093,2769,45.45,3285,53.91,39,0.64,5699,2300,40.36,3305,57.99,94,1.65,Trump Won
texas,Dimmit County,2917,2141,73.40,762,26.12,14,0.48,3225,2173,67.38,974,30.20,78,2.42,Clinton Won
oregon,Douglas County,49062,17032,34.72,30588,62.35,1442,2.94,51350,13891,27.05,34112,66.43,3347,6.52,Trump Won
texas,Lee County,6211,1630,26.24,4504,72.52,77,1.24,6522,1372,21.04,4996,76.60,154,2.36,Trump Won
north dakota,Golden Valley County,924,161,17.42,740,80.09,23,2.49,942,99,10.51,793,84.18,50,5.31,Trump Won
arkansas,Crittenden County,15513,9092,58.61,6192,39.91,229,1.48,15798,8368,52.97,6953,44.01,477,3.02,Clinton Won
arkansas,Baxter County,19339,5172,26.74,13688,70.78,479,2.48,19572,4163,21.27,14655,74.88,754,3.85,Trump Won
texas,Live Oak County,4108,915,22.27,3153,76.75,40,0.97,4267,739,17.32,3450,80.85,78,1.83,Trump Won
ohio,Mercer County,21161,4609,21.78,16207,76.59,345,1.63,21315,3335,15.65,17200,80.69,780,3.66,Trump Won
montana,Cascade County,33952,14949,44.03,18039,53.13,964,2.84,33791,12053,35.67,19343,57.24,2395,7.09,Trump Won
alabama,Marshall County,32455,6271,19.32,25785,79.45,399,1.23,34965,4913,14.05,29217,83.56,835,2.39,Trump Won
montana,Phillips County,2228,471,21.14,1688,75.76,69,3.10,2147,315,14.67,1715,79.88,117,5.45,Trump Won
alabama,Pickens County,9599,4448,46.34,5119,53.33,32,0.33,9494,3972,41.84,5454,57.45,68,0.72,Trump Won
pennsylvania,Mifflin County,16311,4259,26.11,11893,72.91,159,0.97,18239,3563,19.54,14050,77.03,626,3.43,Trump Won
texas,Fannin County,10781,2482,23.02,8143,75.53,156,1.45,11972,2123,17.73,9536,79.65,313,2.61,Trump Won
nebraska,Gosper County,975,230,23.59,732,75.08,13,1.33,1000,165,16.50,792,79.20,43,4.30,Trump Won
montana,Teton County,3250,1073,33.02,2091,64.34,86,2.65,3143,803,25.55,2152,68.47,188,5.98,Trump Won
colorado,Washington County,2567,461,17.96,2059,80.21,47,1.83,2708,289,10.67,2284,84.34,135,4.99,Trump Won
florida,Hardee County,7222,2461,34.08,4694,65.00,67,0.93,7577,2147,28.34,5238,69.13,192,2.53,Trump Won
wisconsin,Marathon County,69637,32330,46.43,36568,52.51,739,1.06,68849,26476,38.46,39010,56.66,3363,4.88,Trump Won
mississippi,Simpson County,12249,4723,38.56,7424,60.61,102,0.83,11416,3871,33.91,7393,64.76,152,1.33,Trump Won
ohio,Wood County,61967,31596,50.99,28997,46.79,1374,2.22,62287,26440,42.45,31734,50.95,4113,6.60,Trump Won
kansas,Chautauqua County,1502,259,17.24,1201,79.96,42,2.80,1845,236,12.79,1552,84.12,57,3.09,Trump Won
washington,Lewis County,26348,9772,37.09,15954,60.55,622,2.36,19321,5750,29.76,12503,64.71,1068,5.53,Trump Won
texas,Freestone County,7562,1848,24.44,5644,74.64,70,0.93,7608,1461,19.20,5995,78.80,152,2.00,Trump Won
mississippi,Yazoo County,10853,6220,57.31,4560,42.02,73,0.67,9892,5221,52.78,4568,46.18,103,1.04,Clinton Won
nebraska,Cass County,11952,4298,35.96,7453,62.36,201,1.68,12609,3461,27.45,8388,66.52,760,6.03,Trump Won
south dakota,Butte County,4201,1000,23.80,3068,73.03,133,3.17,4346,693,15.95,3355,77.20,298,6.86,Trump Won
kentucky,Estill County,5184,1356,26.16,3749,72.32,79,1.52,5538,1108,20.01,4236,76.49,194,3.50,Trump Won
georgia,Mitchell County,8273,4081,49.33,4153,50.20,39,0.47,7857,3492,44.44,4272,54.37,93,1.18,Trump Won
alabama,Tallapoosa County,18668,6252,33.49,12303,65.90,113,0.61,18504,5271,28.49,12967,70.08,266,1.44,Trump Won
virginia,Washington County,25582,7076,27.66,18141,70.91,365,1.43,25715,5548,21.57,19309,75.09,858,3.34,Trump Won
texas,Burleson County,6455,1705,26.41,4671,72.36,79,1.22,6945,1491,21.47,5316,76.54,138,1.99,Trump Won
texas,San Jacinto County,9610,2410,25.08,7105,73.93,95,0.99,10305,2034,19.74,8050,78.12,221,2.14,Trump Won
mississippi,Lincoln County,14303,4879,34.11,9333,65.25,91,0.64,15193,4458,29.34,10550,69.44,185,1.22,Trump Won
oklahoma,Roger Mills County,1674,272,16.25,1402,83.75,0,0.00,1758,151,8.59,1546,87.94,61,3.47,Trump Won
north carolina,Pender County,24036,9455,39.34,14368,59.78,213,0.89,27072,9086,33.56,17317,63.97,669,2.47,Trump Won
wisconsin,Kenosha County,80661,44838,55.59,34942,43.32,881,1.09,75825,35770,47.17,36025,47.51,4030,5.31,Trump Won
virginia,King William County,8865,3326,37.52,5445,61.42,94,1.06,9088,2752,30.28,5963,65.61,373,4.10,Trump Won
illinois,Stephenson County,17029,7954,46.71,8742,51.34,333,1.96,19525,7531,38.57,10845,55.54,1149,5.88,Trump Won
kansas,Anderson County,3274,937,28.62,2246,68.60,91,2.78,3277,665,20.29,2386,72.81,226,6.90,Trump Won
west virginia,Upshur County,8195,2143,26.15,5878,71.73,174,2.12,9180,1763,19.20,6971,75.94,446,4.86,Trump Won
georgia,Berrien County,6187,1268,20.49,4837,78.18,82,1.33,6563,1041,15.86,5408,82.40,114,1.74,Trump Won
new hampshire,Cheshire County,41071,25329,61.67,15135,36.85,607,1.48,41080,22064,53.71,16876,41.08,2140,5.21,Clinton Won
florida,Saint Lucie County,123026,65869,53.54,56202,45.68,955,0.78,140731,66812,47.47,70248,49.92,3671,2.61,Trump Won
south dakota,Stanley County,1540,435,28.25,1063,69.03,42,2.73,1567,329,21.00,1148,73.26,90,5.74,Trump Won
alabama,Cleburne County,6302,971,15.41,5269,83.61,62,0.98,6532,684,10.47,5738,87.84,110,1.68,Trump Won
north carolina,Jackson County,16556,8052,48.63,8224,49.67,280,1.69,18004,7564,42.01,9706,53.91,734,4.08,Trump Won
virginia,Amherst County,14937,5898,39.49,8865,59.35,174,1.16,15164,4986,32.88,9643,63.59,535,3.53,Trump Won
kansas,Marshall County,4679,1451,31.01,3123,66.75,105,2.24,4578,1060,23.15,3250,70.99,268,5.85,Trump Won
indiana,Dubois County,18542,6522,35.17,11654,62.85,366,1.97,19917,5389,27.06,13365,67.10,1163,5.84,Trump Won
colorado,Fremont County,20258,6644,32.80,13087,64.60,527,2.60,21880,5275,24.11,15066,68.86,1539,7.03,Trump Won
vermont,Orange County,13964,9075,64.99,4588,32.86,301,2.16,13464,7522,55.87,4997,37.11,945,7.02,Clinton Won
mississippi,Issaquena County,787,479,60.86,302,38.37,6,0.76,699,395,56.51,298,42.63,6,0.86,Clinton Won
nebraska,Boyd County,1047,186,17.77,852,81.38,9,0.86,1142,128,11.21,978,85.64,36,3.15,Trump Won
missouri,Johnson County,21001,7661,36.48,12750,60.71,590,2.81,21087,5924,28.09,13702,64.98,1461,6.93,Trump Won
florida,Holmes County,8274,1264,15.28,6919,83.62,91,1.10,8506,852,10.02,7476,87.89,178,2.09,Trump Won
new jersey,Gloucester County,133568,72960,54.62,58915,44.11,1693,1.27,138388,66355,47.95,66949,48.38,5084,3.67,Trump Won
alabama,Russell County,18871,10495,55.61,8276,43.86,100,0.53,19136,9577,50.05,9210,48.13,349,1.82,Clinton Won
louisiana,Caldwell Parish,4716,1016,21.54,3640,77.18,60,1.27,4692,788,16.79,3822,81.46,82,1.75,Trump Won
kentucky,Clinton County,4393,752,17.12,3569,81.24,72,1.64,4454,547,12.28,3809,85.52,98,2.20,Trump Won
arkansas,Polk County,7721,1556,20.15,5950,77.06,215,2.78,8121,1210,14.90,6606,81.34,305,3.76,Trump Won
mississippi,Panola County,16826,9079,53.96,7629,45.34,118,0.70,14854,7300,49.15,7371,49.62,183,1.23,Trump Won
virginia,Dinwiddie County,13339,6425,48.17,6769,50.75,145,1.09,13533,5765,42.60,7447,55.03,321,2.37,Trump Won
tennessee,Lincoln County,13249,3283,24.78,9791,73.90,175,1.32,13270,2550,19.22,10375,78.18,345,2.60,Trump Won
virginia,Shenandoah County,19289,6462,33.50,12526,64.94,301,1.56,20335,5269,25.91,14078,69.23,988,4.86,Trump Won
idaho,Gem County,7490,1957,26.13,5311,70.91,222,2.96,7952,1229,15.46,5980,75.20,743,9.34,Trump Won
arkansas,Boone County,15363,3762,24.49,11143,72.53,458,2.98,15912,2925,18.38,12225,76.83,762,4.79,Trump Won
california,Lake County,16274,9159,56.28,6474,39.78,641,3.94,13045,6240,47.83,5752,44.09,1053,8.07,Clinton Won
north carolina,Stanly County,28276,8287,29.31,19698,69.66,291,1.03,29451,7008,23.80,21788,73.98,655,2.22,Trump Won
georgia,Heard County,4162,947,22.75,3155,75.80,60,1.44,4206,743,17.67,3370,80.12,93,2.21,Trump Won
florida,Lafayette County,3399,687,20.21,2668,78.49,44,1.29,3375,515,15.26,2795,82.81,65,1.93,Trump Won
arkansas,Yell County,5971,1720,28.81,4041,67.68,210,3.52,6389,1472,23.04,4600,72.00,317,4.96,Trump Won
alabama,Talladega County,33317,13878,41.65,19217,57.68,222,0.67,33218,12108,36.45,20596,62.00,514,1.55,Trump Won
texas,Rains County,4065,754,18.55,3265,80.32,46,1.13,4630,619,13.37,3919,84.64,92,1.99,Trump Won
georgia,Baker County,1584,790,49.87,784,49.49,10,0.63,1440,650,45.14,775,53.82,15,1.04,Trump Won
kansas,Osage County,6771,2228,32.91,4336,64.04,207,3.06,6894,1730,25.09,4713,68.36,451,6.54,Trump Won
oklahoma,Pawnee County,6041,1813,30.01,4228,69.99,0,0.00,6346,1341,21.13,4716,74.31,289,4.55,Trump Won
ohio,Hancock County,34940,12192,34.89,22077,63.19,671,1.92,35216,9419,26.75,23777,67.52,2020,5.74,Trump Won
arkansas,Franklin County,6539,1725,26.38,4631,70.82,183,2.80,6698,1376,20.54,5034,75.16,288,4.30,Trump Won
alabama,Choctaw County,7965,3785,47.52,4150,52.10,30,0.38,7268,3109,42.78,4102,56.44,57,0.78,Trump Won
georgia,Dodge County,7731,2440,31.56,5214,67.44,77,1.00,6995,1836,26.25,5021,71.78,138,1.97,Trump Won
nebraska,Cheyenne County,4197,983,23.42,3134,74.67,80,1.91,4569,702,15.36,3610,79.01,257,5.62,Trump Won
arkansas,Mississippi County,13349,6445,48.28,6599,49.43,305,2.28,12995,5621,43.26,6988,53.77,386,2.97,Trump Won
arkansas,Cleburne County,11643,2618,22.49,8691,74.65,334,2.87,11968,2101,17.56,9454,78.99,413,3.45,Trump Won
new jersey,Atlantic County,102405,59509,58.11,41918,40.93,978,0.96,105738,54472,51.52,47882,45.28,3384,3.20,Clinton Won
georgia,Candler County,3526,1155,32.76,2344,66.48,27,0.77,3757,1023,27.23,2661,70.83,73,1.94,Trump Won
virginia,Rockbridge County,10155,4087,40.25,5898,58.08,170,1.67,10685,3506,32.81,6671,62.43,508,4.75,Trump Won
georgia,Wheeler County,2160,772,35.74,1366,63.24,22,1.02,2102,646,30.73,1421,67.60,35,1.67,Trump Won
florida,Washington County,10998,2820,25.64,8037,73.08,141,1.28,11144,2261,20.29,8630,77.44,253,2.27,Trump Won
georgia,Dooly County,4289,2278,53.11,1983,46.23,28,0.65,3836,1860,48.49,1941,50.60,35,0.91,Trump Won
north dakota,Sheridan County,808,161,19.93,637,78.84,10,1.24,774,94,12.14,644,83.20,36,4.65,Trump Won
nevada,Lyon County,21465,7380,34.38,13520,62.99,565,2.63,23762,6146,25.86,16005,67.36,1611,6.78,Trump Won
georgia,Meriwether County,9259,4328,46.74,4855,52.44,76,0.82,9181,3800,41.39,5216,56.81,165,1.80,Trump Won
montana,Stillwater County,4560,1209,26.51,3237,70.99,114,2.50,4816,904,18.77,3630,75.37,282,5.86,Trump Won
kansas,Jackson County,5474,1870,34.16,3476,63.50,128,2.34,5727,1489,26.00,3888,67.89,350,6.11,Trump Won
alabama,Winston County,9712,1286,13.24,8310,85.56,116,1.19,10255,871,8.49,9225,89.96,159,1.55,Trump Won
washington,Stevens County,17281,6014,34.80,10794,62.46,473,2.74,12658,3477,27.47,8463,66.86,718,5.67,Trump Won
kentucky,Washington County,5218,1669,31.99,3495,66.98,54,1.03,5621,1420,25.26,4013,71.39,188,3.34,Trump Won
new jersey,Cape May County,47243,21275,45.03,25488,53.95,480,1.02,48375,18626,38.50,28237,58.37,1512,3.13,Trump Won
mississippi,Greene County,5919,1325,22.39,4528,76.50,66,1.12,5325,956,17.95,4309,80.92,60,1.13,Trump Won
south dakota,Douglas County,1690,332,19.64,1334,78.93,24,1.42,1605,214,13.33,1338,83.36,53,3.30,Trump Won
maine,Penobscot County,77171,38816,50.30,36592,47.42,1763,2.28,80228,32832,40.92,41601,51.85,5795,7.22,Trump Won
alabama,Geneva County,11318,2039,18.02,9173,81.05,106,0.94,11659,1522,13.05,9967,85.49,170,1.46,Trump Won
nebraska,Grant County,363,30,8.26,322,88.71,11,3.03,394,20,5.08,367,93.15,7,1.78,Trump Won
