text,favoriteCount,created,statusSource,screenName,retweetCount,location
Imagine Donald Trump's most hateful rhetoric signed into law. Mike Pence's record shows that it could happen. https://t.co/MnpZstqYTP,3063,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1687,"New York, NY"
White people need to empathize and understand what it’s like for black parents to worry about their kids' safety. https://t.co/Qw8r6Aa6C7,6405,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2552,"New York, NY"
"Before Mike Pence takes the debate stage to defend his running mate, remember the time Trump couldn't decide whethe… https://t.co/cz1o4Y3T8v",6112,4/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,2681,"New York, NY"
"A person who implies that veterans suffering from PTS are not ""strong"" is unfit to be Commander-in-Chief. Period. https://t.co/Z0WFGWLwqe",9033,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4089,"New York, NY"
Concerned for the millions of families in Hurricane Matthew's path. You can donate to help those in need here. https://t.co/cZ1mBHhWtD -H,3277,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1436,"New York, NY"
".@TimKaine's spent his whole life fighting for working families, so I have no doubt he'll do the same tonight. Go get 'em, Tim. -H",11736,4/10/16,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HillaryClinton,3198,"New York, NY"
.@TimKaine is going to finish this campaign the same way he started his career—fighting for working families. https://t.co/c2VlpSRaSM,4919,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2036,"New York, NY"
".@TimKaine wears his ""F"" rating from the @NRA like a badge of honor. https://t.co/baXTptc1OM",6660,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2035,"New York, NY"
Our veterans and military families deserve better than what Donald Trump says about them. https://t.co/1gbXA2gvas,4207,4/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,1730,"New York, NY"
"If Trump's decisiveness in choosing Mike Pence as his running mate is any indication, he'll be great at making hard… https://t.co/KATfOSrAn8",6992,4/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3054,"New York, NY"
"Post-traumatic stress isn't something strong people can handle &amp; weak people can't.Trump’s comments aren't just ignorant, they’re harmful.",10701,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4077,"New York, NY"
"Number of times Trump has tweeted at @Rosie: 65Number of times Trump has tweeted in support of Mike Pence, his running mate: 21 #VPDebate",25734,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,10637,"New York, NY"
"Tonight, Mike Pence will either have to leave Trump out to dry—or try to justify the things they both believe.… https://t.co/xePXXGgit3",4268,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2155,"New York, NY"
"""Tim is a good man. He’s a true progressive. And he will make a great vice president."" —@POTUS on @TimKaine https://t.co/bPBJ4NdCPX",3071,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1068,"New York, NY"
"With 35 days left, Hillary's in PA talking about how she'll help kids and families. Join the conversation live <U+2192> https://t.co/mxU5zwHHmu",3387,4/10/16,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HillaryClinton,926,"New York, NY"
We had our best analysts create a calculator to see how much you'd pay in taxes if you paid the same as Trump: https://t.co/BskIktnp3Y,3175,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1298,"New York, NY"
"Contributing nothing to our military, public schools, kids' health care, and more doesn't make you ""smart."" https://t.co/HKAvxfCigr",7146,4/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3655,"New York, NY"
Mike Pence has actually signed into law hateful policies like those touted by Donald Trump. https://t.co/0d5C1tBxmc,2261,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1185,"New York, NY"
"Under Hillary’s plan, if your family earns $125,000 or less, you'll be able to go to a public college tuition-free. https://t.co/PSA3wHyHXM",2851,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1202,"New York, NY"
“I learned that preparation is important.” —Hillary on what she learned by debating Donald Trump,3868,4/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,905,"New York, NY"
.@timkaine just reminded Mike Pence of the bigoted things Trump has said about millions of Americans—and Pence couldn't defend it. #VPDebate,9870,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3768,"New York, NY"
Tim Kaine is right: We should stop praising Putin. #VPDebate https://t.co/OVMdxGT736,7022,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3432,"New York, NY"
"Wonder if Trump has shown Pence his ""secret plan"" to defeat ISIS. We’re still waiting. #VPDebate https://t.co/zxjpFcmzzf",8195,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3363,"New York, NY"
"Actually, @mike_pence, your running mate did say that. https://t.co/qtAiHWDqsr #VPDebate https://t.co/youtybAqic",7215,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4017,"New York, NY"
Great move by Chobani. Every parent deserves access to paid family leave. https://t.co/QhvjjlbznX,5240,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1654,"New York, NY"
"When Mike Pence says he and Donald Trump won't raise taxes, he's lying. https://t.co/EZhrqmjfOF #VPDebate",4581,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2606,"New York, NY"
"""Hillary Clinton and Tim Kaine want to build on Obamacare."" —Mike PenceFact check: True. #VPDebate",6011,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1995,"New York, NY"
Lucky to have a partner like @TimKaine who stood up for our shared vision tonight—instead of trying to deny it. #VPDebate,26381,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,7388,"New York, NY"
"Thanks for the kind words, Mike. #VPDebate https://t.co/DfObNG1PM3",17978,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,8350,"New York, NY"
"In Mike Pence's defense, we wouldn't want to defend Donald Trump, either. #VPDebate https://t.co/Z2jV6FNzFl",26188,5/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,14383,"New York, NY"
"Reminder: Donald Trump may not have paid any federal income taxes for 18 years, but wants to give his family a $4 billion tax cut. #VPDebate",6367,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2715,"New York, NY"
The headline says it all. https://t.co/mMCFxUuwvq #VPdebate,7826,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3883,"New York, NY"
Mike Pence claiming that Trump supports our troops and veterans when he insults them and probably doesn't pay taxes is laughable. #VPDebate,11677,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4393,"New York, NY"
RT to let @TimKaine know you've got his back tonight. #VPDebate https://t.co/XzjUE0cfnp,10239,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,8615,"New York, NY"
"""Trump...tarnish[es] almost everyone around him because to work with him, they have to defend the indefensible."" https://t.co/rwHb5ri1UU",5338,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2081,"New York, NY"
"The Trump Foundation has spent ""virtually every cent on charitable causes."" —@mike_pence https://t.co/0upgTLQbA0… https://t.co/2muTJcHzE9",6512,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3541,"New York, NY"
10 times Pence shrugged off or straight-up lied about what Trump has said and done at the #VPDebate: https://t.co/IV9uWHLT5x,4066,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1809,"New York, NY"
"The theme of the night: ""I can't imagine how Governor Pence can defend...Donald Trump."" —@timkaine #VPDebate https://t.co/lbR6kkXcSy",4192,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1671,"New York, NY"
"""I can't imagine how Governor Pence can defend the insult-driven, selfish, me-first style of Donald Trump."" —@TimKaine #VPDebate",4767,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1597,"New York, NY"
Implicit bias is real. It hurts Americans. Anyone who'd outright deny its existence is unfit for the White House. #VPDebate,15325,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,7085,"New York, NY"
"If you can't spot the difference between Pence and Trump on their disastrous economic plans, it's because there isn… https://t.co/TMFsEb6hp3",3990,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1958,"New York, NY"
"""We trust American women."" —@TimKaine on a woman's right to abortion https://t.co/8HBMXqa225",3826,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1315,"New York, NY"
"Yes, Trump and Pence are running an insult-driven campaign.Donald's literally doing it right now. #VPDebatehttps://t.co/VZeBQ85nyH",15251,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,9272,"New York, NY"
"""Pence seemed intent on laying out the case for a Presidential candidacy—his own."" https://t.co/l2XSvbvTlT",3814,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1455,"New York, NY"
"It's unclear exactly whom Mike Pence was defending last night, but it sure wasn't Donald Trump. The @NYTimes: https://t.co/zjIh98ur04",4000,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1578,"New York, NY"
"""Mr. Pence simply ignored the Donald Trump we have seen on the trail for more than a year."" —@NYTimes https://t.co/zjIh98ur04",3426,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1366,"New York, NY"
"When pressed about Trump insulting and demonizing Latinos and immigrants, Mike Pence had a...telling response. https://t.co/QREumskeC2",3100,5/10/16,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HillaryClinton,1298,"New York, NY"
"Even Mike Pence couldn’t defend the terrible things Trump’s said and done—so instead, he lied about them. https://t.co/XrNPaOVdm5",5726,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2540,"New York, NY"
"""Can [Pence] look back on the debate as a success after he repeatedly lied in order to run interference for Trump?"" https://t.co/rwHb5ri1UU",3790,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1515,"New York, NY"
"If you're on @TimKaine's team tonight, chip in before the #VPDebate to let him know: https://t.co/7IwGS5Olfw https://t.co/LygySSk4i8",2584,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,601,"New York, NY"
"If by ""nonsense"" you mean ""a cruel and absurd plan that will never happen,"" we agree. #VPDebate https://t.co/KBU6xJVqh0",4474,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1642,"New York, NY"
"""The policies of this administration have driven this economy into a ditch.” —PenceNope. #VPDebate https://t.co/nuvHJ8FSoc",7107,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4659,"New York, NY"
.@Time: Why Mike Pence Didn’t Defend Donald Trump https://t.co/l2XSvbvTlT https://t.co/1EbBnZdQnb,2658,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1107,"New York, NY"
Seems like Pence forgot a lot of the things Trump has been saying throughout his campaign! Here to help: https://t.co/NLPH8sbAGn #VPDebate,8967,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4882,"New York, NY"
"While millions of families paid their fair share in taxes, it looks like Trump contributed nothing to our military… https://t.co/vifmUBJ5SH",10389,5/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,4026,"New York, NY"
"On #WorldTeachersDay, it's not enough to appreciate teachers. We have to support them like America's future is in t… https://t.co/0M06Aiid1E",8104,5/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3507,"New York, NY"
"Mike Pence's #VPDebate strategy seemed to be ""if you close your eyes, Trump doesn't exist."" https://t.co/VM4CuglV89",9143,5/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,4399,"New York, NY"
"At the #VPDebate, Mike Pence tried really, really hard to deny pretty much everything Donald Trump has said and don… https://t.co/lGHSMcEWpF",43388,5/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,29202,"New York, NY"
"Tonight, Mike Pence is going to prove he's got Trump's back no matter what.Follow @TheBriefing2016 to hold him ac… https://t.co/O7KfuiDapn",3561,5/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,1520,"New York, NY"
"Hillary's advice to girls everywhere:""There's nothing wrong with knowing what you want and going after it."" https://t.co/76Ha3wR8lu",5940,6/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2131,"New York, NY"
"Every child, no matter their background or what zip code they live in, has the right to a high-quality education. https://t.co/bmPfuo7CY5",5037,6/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1746,"New York, NY"
"Born 99 years ago today, civil rights activist Fannie Lou Hamer was a decades-long fighter for universal voting rig… https://t.co/HSgTygWlba",12457,6/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4626,"New York, NY"
"""Vote!"" —@EvaLongoriaTag a friend who should see this message. https://t.co/tTgeqxNqYm https://t.co/YzLwZVgIXu",6376,6/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3057,"New York, NY"
“You are more than the way you look.” https://t.co/psJaUgTR2L,4762,6/10/16,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HillaryClinton,1538,"New York, NY"
"When Trump calls America a ""third-world country,"" you can tell he doesn't do a lot of listening to what's actually… https://t.co/627kIwXSEa",9473,6/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3031,"New York, NY"
"""On every issue, Hillary Clinton is the superior candidate. Hands down."" —@BernieSanders: https://t.co/tTgeqxNqYm https://t.co/nUfJjV0QvS",9056,6/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3680,"New York, NY"
"If we had a dollar for every time Mike Pence lied last night, well... https://t.co/3m4kppoh2g",4991,6/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1498,"New York, NY"
Even Mike Pence can't defend Donald Trump's insult-driven campaign. https://t.co/iJVFlrSHBq,8076,6/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3586,"New York, NY"
Hurricane #Matthew is a major storm. I urge everyone to follow emergency instructions and evacuate if you're told t… https://t.co/JmPvW8uON0,9069,6/10/16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HillaryClinton,3751,"New York, NY"
"The many, many lies Mike Pence told at last night's debate. https://t.co/Ro4TkFRAHw",4963,6/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2280,"New York, NY"
"Thanks, @chancetherapper. https://t.co/mU2AspoEOb",11677,6/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4348,"New York, NY"
"Unfortunately for Mike Pence and Donald Trump, Google exists (and we aren't stupid). https://t.co/dT15XthSSR",8367,6/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3036,"New York, NY"
"""I want a president who stands up against intolerance.""The cast of @EmpireFOX on why they're with Hillary:… https://t.co/HAOJRjhDse",10009,6/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,4654,"New York, NY"
We make it almost impossible for too many women to balance work and family. That needs to change:… https://t.co/S0qSTbimjx,6452,6/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,2483,"New York, NY"
"“I’m inspired by her heart, her persistence, and her guts.” —@FLOTUS on Hillary: https://t.co/tTgeqxNqYm https://t.co/vCTqwSuRqp",8230,6/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3095,"New York, NY"
"""Podemos demostrar que somos una comunidad poderosa. We can prove that we are a mighty community."" —@SalmaHayek <U+2192>… https://t.co/KsjnRWnERS",8515,7/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,4270,"New York, NY"
"Our success isn't measured by the size of our bank accounts or the height of our skyscrapers. It's measured by wh… https://t.co/hllWuBHwC6",7554,7/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,2610,"New York, NY"
"""A woman who expresses her emotions oftentimes is questioned...it's part of the subtle—and not so subtle—biases tha… https://t.co/TKqTxgGX9g",17242,7/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,6587,"New York, NY"
"""Latinas still make 55 cents for every dollar a white man makes. That’s just totally unacceptable."" —Hillary https://t.co/tHzJGDJ74e",6338,7/10/16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HillaryClinton,2442,"New York, NY"
"To everyone in the path of Hurricane Matthew: Stay safe, and know that America is with you. https://t.co/0KuidMhEHm",7279,7/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2197,"New York, NY"
This is horrific. We cannot allow this man to become president. https://t.co/RwhW7yeFI2,89751,7/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,46600,"New York, NY"
"@leedanielsent Thanks, Lee! Great to have you on this team. -H",595,7/10/16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HillaryClinton,174,"New York, NY"
The facts are clear: Trump refuses to admit he is wrong on the Central Park jogger case and continues to peddle yet… https://t.co/oIgCjntUmz,14438,7/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,6498,"New York, NY"
A lot has changed in the past two and a half decades. But the things we’re fighting for remain the same. https://t.co/k0HVUYEhCI,5069,7/10/16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HillaryClinton,1589,"New York, NY"
"When Hillary wanted to make sure every child in Arkansas got a quality education, she did her homework. https://t.co/vKu4XbHG4i",5105,7/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1637,"New York, NY"
Running for president was a little different back in 1992. https://t.co/tfWQX8qUsI https://t.co/buDdCaL0xv,10529,7/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2464,"New York, NY"
"Women have the power to stop Trump.https://t.co/tTgeqy51PUhttps://t.co/VH3woeAf9Q https://t.co/NjvbkPsjPR",109166,7/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,59065,"New York, NY"
"""It will send a strong and powerful message...that we truly believe in equality."" —@RepJohnLewisRegister to vote:… https://t.co/mPthwxXE1m",8510,7/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3855,"New York, NY"
"""Once she was made aware that America had children languishing in foster care...her attitude was: not on my watch.""… https://t.co/mZpbrNaeS5",11307,7/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,4959,"New York, NY"
What a woman president would mean to teenage girls: https://t.co/X4kOT0lfv8,8148,8/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2740,"New York, NY"
"""Sometimes the man in the arena, it ain't a man. It is a woman."" —@CoryBooker https://t.co/OasacjNNAe",14249,8/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,5855,"New York, NY"
"""She did everything to make me feel like...I belonged in the White House. Can you imagine? From foster care to the… https://t.co/J5Gdwqk50s",16972,8/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,6339,"New York, NY"
It should concern every American that Russia is willing to engage in such hostile acts in order to help Donald Trum… https://t.co/YxKatJYkqT,22501,8/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,10721,"New York, NY"
"""President Hillary Clinton on her worst day would be so superior to a President Donald Trump on any day."" https://t.co/LCnEDJbELT",19526,8/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,6127,"New York, NY"
"""She doesn't always talk about what drives her. But I've had a chance to see her."" —@POTUS https://t.co/jNKTTF6csB",11384,8/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3728,"New York, NY"
Chip in to help make sure Donald Trump never becomes president: https://t.co/2FSRCLQhiS https://t.co/0HAfzKmCVd,9441,8/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3911,"New York, NY"
"""We urge voters to dump Trump and choose the clearly qualified candidate in this race: Hillary Clinton” —@DenverPost https://t.co/bpbgC5VhYV",6469,9/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2355,"New York, NY"
RT this if you're proud to have Hillary's back tonight. https://t.co/bw5kdfxfbw https://t.co/fcrZ3i3U4V,41099,9/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,36002,"New York, NY"
"At tonight's debate, Janelle will be in the audience cheering on her friend, Hillary. #Debate https://t.co/wdBlj2HLAH",6239,9/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,1837,"New York, NY"
"If you read one thing before tonight's debate, make it this: https://t.co/PjyLJnfQrG",4782,9/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2130,"New York, NY"
Here's what you need to know about early voting and absentee ballots: https://t.co/UESLyG1aix,2297,9/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1217,"New York, NY"
It's time to hold Trump accountable to the facts. Follow @TheBriefing2016 during tonight's debate to help spread the word. #Debates,6430,9/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2264,"New York, NY"
"Saddened by the passing of Choco Meza, a historic figure in Texas politics &amp; beloved friend on our team. My prayers… https://t.co/2PSAuar9Qk",7301,9/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1749,"New York, NY"
Get all the latest updates from tonight's debate straight to your phone. #Debate https://t.co/R4HPhwxx2O,2553,9/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,797,"New York, NY"
Targeting police officers with violence is unacceptable. My heart breaks for the loss these families have suffered.… https://t.co/w8Qwm40NKt,5933,9/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1877,"New York, NY"
Hillary has earned nearly every newspaper endorsement of the general election. Here's why: https://t.co/Nl9hweC8jO,6164,9/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,2094,"New York, NY"
"“The choice that you make, that we make, will determine the direction of this country for a long time."" —@POTUS:… https://t.co/2ebwAu3XJK",8770,9/10/16,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",HillaryClinton,3907,"New York, NY"
I strongly condemn today's attack in Jerusalem and my prayers go to the victims' families. The terrorists must be brought to justice. -H,13648,9/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3647,"New York, NY"
Just 29 days left until Election Day. Join Hillary for her first stop since last night's debate <U+2192> https://t.co/Tixbe3rsFN,4601,10/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,959,"New York, NY"
"If Trump wants to make America great again, he should start by buying American steel for his construction projects.",3960,10/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,1360,"New York, NY"
"Tonight, Trump dismissed his comments about groping women as ""locker room talk.""But words matter. https://t.co/u4wo2Leyol",14436,10/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4864,"New York, NY"
"If Hillary tried to fact-check Donald in real time, she wouldn't have time for anything else. So, here: https://t.co/NLPH8sbAGn #debate",6919,10/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,4275,"New York, NY"
"""Only one candidate on the ballot Nov. 8 belongs anywhere near the White House, and it’s Hillary."" —@BostonGlobe https://t.co/oQs70AlmQq",10479,10/10/16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HillaryClinton,3232,"New York, NY"
